Date,OLO,LSPD,SEZNL,DOMA,LDI,KUX.SI,LSPD.TO,LPSD.TO,LPSD,,VIRT,FLT,ML,XRO.AX,SZL.AX,KPLT,FCH.L,SZL,QTWO,PAYO,PAY,KPLU,INTA,HIPO,FCH,EVER,ENV,DCT,COMP,BHG,ALKT,AFTPY,XROLF,MILE,CLOV,AFTPF,XRO,ZG,BTRS,FLYW,RDFN,OSCR,QD,GSKY,AVLR,MQ,DLO,FTCV,LU,PAGS,MELI,FUSE,SOFI,COIN,GWRE,UPST,BILL,NCNO,OPEN,INTU,AFRM,ROOT,LMND,STNE,ADYEY,BL,GDOT,CATM,GPN,SHOP,SQ,PYPL,LC
2015-01-16,,,,,,,,,,,,139.72000122070312,,15.489999771118164,,,,18200.0,18.549999237060547,,,,,,,,51.63999938964844,,,,,,12.350000381469727,,,,,30.037418365478516,,,,,,,,,,,,,118.11827087402344,,,,47.61000061035156,,,,,81.51480865478516,,,,,,,19.510000228881836,34.720001220703125,43.428916931152344,,,,110.44999694824219
2015-01-19,,,,,,,,,,,,139.72000122070312,,15.34000015258789,,,,18200.0,18.549999237060547,,,,,,,,51.63999938964844,,,,,,12.350000381469727,,,,,30.037418365478516,,,,,,,,,,,,,118.11827087402344,,,,47.61000061035156,,,,,81.51480865478516,,,,,,,19.510000228881836,34.720001220703125,43.428916931152344,,,,110.44999694824219
2015-01-20,,,,,,,,,,,,137.02000427246094,,15.15999984741211,,,,18000.0,18.469999313354492,,,,,,,,51.720001220703125,,,,,,12.149999618530273,,,,,29.887746810913086,,,,,,,,,,,,,121.2464370727539,,,,48.66999816894531,,,,,82.45803833007812,,,,,,,20.149999618530273,34.470001220703125,43.166229248046875,,,,110.3499984741211
2015-01-21,,,,,,,,,,,,137.39999389648438,,14.899999618530273,,,,18200.0,18.260000228881836,,,,,,,,50.95000076293945,,,,,,12.050000190734863,,,,,29.83473777770996,,,,,,,,,,,,,121.86021423339844,,,,48.88999938964844,,,,,81.49592590332031,,,,,,,19.8700008392334,34.20000076293945,42.93327713012695,,,,100.8499984741211
2015-01-22,,,,,,,,,,,,141.44000244140625,,14.960000038146973,,,,19400.0,17.989999771118164,,,,,,,,52.310001373291016,,,,,,12.210000038146973,,,,,30.523853302001953,,,,,,,,,,,,,124.39441680908203,,,,50.369998931884766,,,,,83.75028228759766,,,,,,,20.010000228881836,34.369998931884766,43.79075241088867,,,,97.44999694824219
2015-01-23,,,,,,,,,,,,142.9600067138672,,15.4399995803833,,,,19900.0,17.610000610351562,,,,,,,,52.900001525878906,,,,,,12.5,,,,,33.03086853027344,,,,,,,,,,,,,126.00798797607422,,,,50.79999923706055,,,,,84.34452056884766,,,,,,,19.969999313354492,34.38999938964844,43.75605392456055,,,,95.4000015258789
2015-01-26,,,,,,,,,,,,143.1199951171875,,15.4399995803833,,,,19500.0,17.829999923706055,,,,,,,,52.869998931884766,,,,,,12.5,,,,,32.58496856689453,,,,,,,,,,,,,126.22577667236328,,,,51.45000076293945,,,,,84.28791046142578,,,,,,,19.940000534057617,35.09000015258789,44.04352569580078,,,,99.94999694824219
2015-01-27,,,,,,,,,,,,140.77000427246094,,14.960000038146973,,,,19300.0,17.700000762939453,,,,,,,,52.29999923706055,,,,,,12.100000381469727,,,,,31.936389923095703,,,,,,,,,,,,,126.7801284790039,,,,50.540000915527344,,,,,83.4295654296875,,,,,,,19.809999465942383,35.040000915527344,43.61726760864258,,,,102.94999694824219
2015-01-28,,,,,,,,,,,,140.2899932861328,,14.949999809265137,,,,18400.0,17.469999313354492,,,,,,,,52.0,,,,,,11.399999618530273,,,,,30.63298988342285,,,,,,,,,,,,,124.97848510742188,,,,50.220001220703125,,,,,82.53350067138672,,,,,,,19.700000762939453,35.06999969482422,43.31492614746094,,,,100.4000015258789
2015-01-29,,,,,,,,,,,,141.25999450683594,,14.739999771118164,,,,18800.0,17.530000686645508,,,,,,,,52.779998779296875,,,,,,11.479999542236328,,,,,30.654817581176758,,,,,,,,,,,,,126.37428283691406,,,,50.959999084472656,,,,,83.4295654296875,,,,,,,19.850000381469727,34.29999923706055,43.592491149902344,,,,97.19999694824219
2015-01-30,,,,,,,,,,,,140.5,,14.6899995803833,,,,18400.0,17.8799991607666,,,,,,,,51.470001220703125,,,,,,11.569999694824219,,,,,30.221391677856445,,,,,,,,,,,,,122.69172668457031,,,,50.099998474121094,,,,,81.89208984375,,,,,,,15.25,33.61000061035156,43.275272369384766,,,,93.8499984741211
2015-02-02,,,,,,,,,,,,143.05999755859375,,14.899999618530273,,,,18400.0,17.979999542236328,,,,,,,,52.11000061035156,,,,,,11.609999656677246,,,,,29.75678253173828,,,,,,,,,,,,,124.27562713623047,,,,50.9900016784668,,,,,83.26922607421875,,,,,,,14.960000038146973,34.58000183105469,43.96917724609375,,,,96.30000305175781
2015-02-03,,,,,,,,,,,,145.14999389648438,,15.210000038146973,,,,18600.0,18.18000030517578,,,,,,,,52.310001373291016,,,,,,11.75,,,,,32.59120559692383,,,,,,,,,,,,,127.78985595703125,,,,51.65999984741211,,,,,85.36320495605469,,,,,,,13.9399995803833,36.0099983215332,44.39544677734375,,,,101.44999694824219
2015-02-04,,,,,,,,,,,,147.32000732421875,,15.4399995803833,,,,18600.0,18.079999923706055,,,,,,,,52.84000015258789,,,,,,11.75,,,,,32.21702575683594,,,,,,,,,,,,,126.48314666748047,,,,51.79999923706055,,,,,85.40095520019531,,,,,,,14.710000038146973,35.77000045776367,44.132747650146484,,,,100.30000305175781
2015-02-05,,,,,,,,,,,,149.47000122070312,,15.399999618530273,,,,18600.0,18.420000076293945,,,,,,,,54.439998626708984,,,,,,11.869999885559082,,,,,32.157779693603516,,,,,,,,,,,,,128.2650146484375,,,,53.279998779296875,,,,,86.50452423095703,,,,,,,14.84000015258789,38.060001373291016,44.95551681518555,,,,101.4000015258789
2015-02-06,,,,,,,,,,,,150.0399932861328,,15.350000381469727,,,,18000.0,19.420000076293945,,,,,,,,54.369998931884766,,,,,,11.869999885559082,,,,,31.384471893310547,,,,,,,,,,,,,124.83988952636719,,,,52.97999954223633,,,,,82.84476470947266,,,,,,,15.420000076293945,37.52000045776367,44.71265411376953,,,,102.1500015258789
2015-02-09,,,,,,,,,,,,146.6199951171875,,15.25,,,,18000.0,19.030000686645508,,,,,,,,53.099998474121094,,,,,,11.869999885559082,,,,,31.951980590820312,,,,,,,,,,,,,124.32511138916016,,,,52.38999938964844,,,,,82.85418701171875,,,,,,,15.199999809265137,37.61000061035156,44.52431106567383,,,,108.0
2015-02-10,,,,,,,,,,,,146.19000244140625,,15.300000190734863,,,,18000.0,19.040000915527344,,,,,,,,53.720001220703125,,,,,,11.630000114440918,,,,,31.898971557617188,,,,,,,,,,,,,127.05733489990234,,,,53.18000030517578,,,,,84.08039093017578,,,,,,,15.220000267028809,37.470001220703125,44.78700637817383,,,,106.30000305175781
2015-02-11,,,,,,,,,,,,146.72999572753906,,15.399999618530273,,,,18300.0,19.010000228881836,,,,,,,,53.099998474121094,,,,,,11.649999618530273,,,,,31.702526092529297,,,,,,,,,,,,,126.55244445800781,,,,52.529998779296875,,,,,83.75028228759766,,,,,,,15.119999885559082,37.189998626708984,44.94068908691406,,,,110.75
2015-02-12,,,,,,,,,,,,149.22000122070312,,15.5,,,,18200.0,19.079999923706055,,,,,,,,54.31999969482422,,,,,,11.649999618530273,,,,,32.662925720214844,,,,,,,,,,,,,130.61117553710938,,,,54.38999938964844,,,,,84.31621551513672,,,,,,,15.199999809265137,37.38999938964844,45.69919967651367,,,,107.3499984741211
2015-02-13,,,,,,,,,,,,150.3699951171875,,15.59000015258789,,,,17700.0,20.729999542236328,,,,,,,,54.130001068115234,,,,,,12.0,,,,,33.2086067199707,,,,,,,,,,,,,128.68081665039062,,,,54.810001373291016,,,,,85.12740325927734,,,,,,,15.539999961853027,37.02000045776367,45.54056167602539,,,,109.75
2015-02-16,,,,,,,,,,,,150.3699951171875,,15.6899995803833,,,,17700.0,20.729999542236328,,,,,,,,54.130001068115234,,,,,,12.0,,,,,33.2086067199707,,,,,,,,,,,,,128.68081665039062,,,,54.810001373291016,,,,,85.12740325927734,,,,,,,15.539999961853027,37.02000045776367,45.54056167602539,,,,109.75
2015-02-17,,,,,,,,,,,,152.82000732421875,,15.739999771118164,,,,17700.0,20.40999984741211,,,,,,,,53.130001068115234,,,,,,12.859999656677246,,,,,34.031803131103516,,,,,,,,,,,,,130.52206420898438,,,,55.029998779296875,,,,,84.97648620605469,,,,,,,15.680000305175781,36.84000015258789,45.461238861083984,,,,112.5
2015-02-18,,,,,,,,,,,,153.0800018310547,,16.989999771118164,,,,17700.0,20.5,,,,,,,,52.959999084472656,,,,,,13.119999885559082,,,,,39.130027770996094,,,,,,,,,,,,,131.27442932128906,,,,55.0099983215332,,,,,84.66520690917969,,,,,,,15.65999984741211,37.41999816894531,45.67937469482422,,,,113.4000015258789
2015-02-19,,,,,,,,,,,,154.1300048828125,,18.780000686645508,,,,17700.0,20.450000762939453,,,,,,,,53.04999923706055,,,,,,14.100000381469727,,,,,37.83910369873047,,,,,,,,,,,,,129.1856689453125,,,,54.959999084472656,,,,,85.93856811523438,,,,,,,15.869999885559082,37.650001525878906,45.714080810546875,,,,110.19999694824219
2015-02-20,,,,,,,,,,,,156.4499969482422,,19.100000381469727,,,,17700.0,20.190000534057617,,,,,,,,54.61000061035156,,,,,,14.859999656677246,,,,,39.10820007324219,,,,,,,,,,,,,129.6014404296875,,,,55.11000061035156,,,,,91.23017120361328,,,,,,,15.869999885559082,38.27000045776367,45.96195602416992,,,,114.44999694824219
2015-02-23,,,,,,,,,,,,155.64999389648438,,18.950000762939453,,,,17700.0,20.329999923706055,,,,,,,,55.4900016784668,,,,,,15.050000190734863,,,,,37.83286666870117,,,,,,,,,,,,,130.2349853515625,,,,55.060001373291016,,,,,90.87173461914062,,,,,,,15.8100004196167,37.91999816894531,45.72399139404297,,,,118.80000305175781
2015-02-24,,,,,,,,,,,,156.9600067138672,,17.68000030517578,,,,17700.0,20.309999465942383,,,,,,,,55.52000045776367,,,,,,13.90999984741211,,,,,36.69472885131836,,,,,,,,,,,,,131.15560913085938,,,,54.5,,,,,91.8526840209961,,,,,,,15.800000190734863,37.84000015258789,45.57029724121094,,,,118.25
2015-02-25,,,,,,,,,,,,156.94000244140625,,22.600000381469727,,,,18100.0,20.65999984741211,,,,,,,,56.41999816894531,,,,,,17.690000534057617,,,,,35.24477767944336,,,,,,,,,,,,,132.86822509765625,,,,54.34000015258789,,,,,92.09793090820312,,,,,,,15.930000305175781,38.08000183105469,45.674407958984375,,,,102.55000305175781
2015-02-26,,,,,,,,,,,,155.41000366210938,,24.010000228881836,,,,18100.0,21.020000457763672,,,,,,,,57.369998931884766,,,,,,18.780000686645508,,,,,36.37667465209961,,,,,,,,,,,,,129.69052124023438,,,,54.88999938964844,,,,,92.13568878173828,,,,,,,15.949999809265137,37.65999984741211,46.00658416748047,,,,106.44999694824219
2015-02-27,,,,,,,,,,,,153.42999267578125,,23.81999969482422,,,,18400.0,19.809999465942383,,,,,,,,53.880001068115234,,,,,,18.5,,,,,35.781105041503906,,,,,,,,,,,,,129.6509246826172,,,,55.65999984741211,,,,,92.08851623535156,,,,,,,15.510000228881836,36.59000015258789,45.54056167602539,,,,101.8499984741211
2015-03-02,,,,,,,,,,,,154.1199951171875,,23.549999237060547,,,,18600.0,20.690000534057617,,,,,,,,55.290000915527344,,,,,,18.25,,,,,35.703147888183594,,,,,,,,,,,,,131.95748901367188,,,,54.72999954223633,,,,,93.07892608642578,,,,,,,15.84000015258789,36.220001220703125,45.991695404052734,,,,100.0
2015-03-03,,,,,,,,,,,,154.77000427246094,,23.75,,,,18600.0,20.489999771118164,,,,,,,,55.16999816894531,,,,,,18.260000228881836,,,,,34.82070541381836,,,,,,,,,,,,,132.55140686035156,,,,54.099998474121094,,,,,92.4375,,,,,,,15.630000114440918,36.66999816894531,45.60997772216797,,,,100.1500015258789
2015-03-04,,,,,,,,,,,,152.11000061035156,,23.239999771118164,,,,18500.0,20.690000534057617,,,,,,,,56.43000030517578,,,,,,18.299999237060547,,,,,35.22294998168945,,,,,,,,,,,,,129.97760009765625,,,,53.369998931884766,,,,,91.9187240600586,,,,,,,15.850000381469727,36.689998626708984,45.614933013916016,,,,100.4000015258789
2015-03-05,,,,,,,,,,,,155.4199981689453,,23.459999084472656,,,,19300.0,20.81999969482422,,,,,,,,56.02000045776367,,,,,,18.299999237060547,,,,,35.69379425048828,,,,,,,,,,,,,130.6705322265625,,,,53.040000915527344,,,,,92.55068969726562,,,,,,,17.100000381469727,36.689998626708984,45.85783767700195,,,,99.30000305175781
2015-03-06,,,,,,,,,,,,153.2899932861328,,23.600000381469727,,,,19400.0,20.479999542236328,,,,,,,,54.869998931884766,,,,,,17.959999084472656,,,,,35.085750579833984,,,,,,,,,,,,,127.89875793457031,,,,52.97999954223633,,,,,91.88101959228516,,,,,,,16.450000762939453,36.689998626708984,44.88615036010742,,,,100.0999984741211
2015-03-09,,,,,,,,,,,,152.16000366210938,,22.6200008392334,,,,19000.0,20.350000381469727,,,,,,,,54.52000045776367,,,,,,17.959999084472656,,,,,34.97037887573242,,,,,,,,,,,,,123.7410659790039,,,,52.25,,,,,92.10735321044922,,,,,,,16.34000015258789,36.459999084472656,44.83161926269531,,,,99.19999694824219
2015-03-10,,,,,,,,,,,,148.07000732421875,,23.1299991607666,,,,19400.0,20.639999389648438,,,,,,,,51.75,,,,,,17.959999084472656,,,,,34.42781448364258,,,,,,,,,,,,,122.66204833984375,,,,51.20000076293945,,,,,89.97566986083984,,,,,,,15.989999771118164,35.27000045776367,43.75581741333008,,,,97.5999984741211
2015-03-11,,,,,,,,,,,,149.0500030517578,,23.1299991607666,,,,18700.0,20.739999771118164,,,,,,,,52.349998474121094,,,,,,17.959999084472656,,,,,34.10664367675781,,,,,,,,,,,,,125.23585510253906,,,,49.61000061035156,,,,,89.777587890625,,,,,,,16.059999465942383,35.470001220703125,44.23175048828125,,,,97.75
2015-03-12,,,,,,,,,,,,149.97999572753906,,23.43000030517578,,,,18700.0,21.3700008392334,,,,,,,,53.86000061035156,,,,,,17.899999618530273,,,,,33.676334381103516,,,,,,,,,,,,,126.6019515991211,,,,51.349998474121094,,,,,91.19243621826172,,,,,,,16.260000228881836,36.93000030517578,44.84153366088867,,,,97.6500015258789
2015-03-13,,,,,,,,,,,,148.2100067138672,,25.0,,,,18300.0,21.360000610351562,,,,,,,,53.880001068115234,,,,,,18.860000610351562,,,,,32.89366912841797,,,,,,,,,,,,,124.44390106201172,,,,52.22999954223633,,,,,92.22056579589844,,,,,,,16.350000381469727,37.099998474121094,44.197052001953125,,,,95.3499984741211
2015-03-16,,,,,,,,,,,,150.16000366210938,,24.399999618530273,,,,18200.0,21.170000076293945,,,,,,,,55.13999938964844,,,,,,18.950000762939453,,,,,33.10882568359375,,,,,,,,,,,,,125.81000518798828,,,,52.869998931884766,,,,,93.73916625976562,,,,,,,16.5,37.810001373291016,44.910945892333984,,,,96.25
2015-03-17,,,,,,,,,,,,150.0399932861328,,23.600000381469727,,,,18800.0,21.450000762939453,,,,,,,,54.75,,,,,,18.299999237060547,,,,,32.990333557128906,,,,,,,,,,,,,126.37428283691406,,,,52.599998474121094,,,,,93.36188507080078,,,,,,,16.399999618530273,38.13999938964844,45.47114944458008,,,,96.0
2015-03-18,,,,,,,,,,,,152.27999877929688,,23.389999389648438,,,,18900.0,21.75,,,,,,,,55.08000183105469,,,,,,19.049999237060547,,,,,33.688804626464844,,,,,,,,,,,,,125.00816345214844,,,,53.15999984741211,,,,,94.2579574584961,,,,,,,16.219999313354492,38.790000915527344,45.605003356933594,,,,95.8499984741211
2015-03-19,,,,,,,,,,,,151.50999450683594,,23.549999237060547,,,,18800.0,21.559999465942383,,,,,,,,57.130001068115234,,,,,,19.049999237060547,,,,,33.97879409790039,,,,,,,,,,,,,121.67211151123047,,,,52.810001373291016,,,,,94.1164779663086,,,,,,,16.299999237060547,38.47999954223633,46.080936431884766,,,,99.5999984741211
2015-03-20,,,,,,,,,,,,152.16000366210938,,23.719999313354492,,,,18700.0,21.649999618530273,,,,,,,,56.90999984741211,,,,,,18.59000015258789,,,,,33.41128921508789,,,,,,,,,,,,,123.3351821899414,,,,53.650001525878906,,,,,94.72955322265625,,,,,,,16.309999465942383,39.189998626708984,45.639713287353516,,,,100.44999694824219
2015-03-23,,,,,,,,,,,,150.6699981689453,,23.860000610351562,,,,18300.0,21.5,,,,,,,,56.45000076293945,,,,,,18.59000015258789,,,,,33.06828689575195,,,,,,,,,,,,,124.16673278808594,,,,52.5,,,,,94.44660949707031,,,,,,,16.43000030517578,39.70000076293945,45.47611999511719,,,,104.0999984741211
2015-03-24,,,,,,,,,,,,151.47000122070312,,23.56999969482422,,,,18100.0,21.420000076293945,,,,,,,,55.7599983215332,,,,,,18.59000015258789,,,,,33.34580612182617,,,,,,,,,,,,,121.10784912109375,,,,51.59000015258789,,,,,94.04102325439453,,,,,,,16.5,39.77000045776367,45.16377639770508,,,,101.55000305175781
2015-03-25,,,,,,,,,,,,148.66000366210938,,23.989999771118164,,,,18200.0,20.3799991607666,,,,,,,,54.77000045776367,,,,,,18.59000015258789,,,,,32.17960739135742,,,,,,,,,,,,,119.89022064208984,,,,50.5099983215332,,,,,91.79611206054688,,,,,,,16.270000457763672,38.38999938964844,44.35569763183594,,,,98.6500015258789
2015-03-26,,,,,,,,,,,,148.88999938964844,,23.75,,,,18400.0,20.690000534057617,,,,,,,,54.630001068115234,,,,,,18.59000015258789,,,,,31.580917358398438,,,,,,,,,,,,,120.18722534179688,,,,51.20000076293945,,,,,91.44709777832031,,,,,,,16.209999084472656,38.13999938964844,44.54903793334961,,,,97.44999694824219
2015-03-27,,,,,,,,,,,,148.55999755859375,,23.84000015258789,,,,18400.0,21.15999984741211,,,,,,,,56.040000915527344,,,,,,18.59000015258789,,,,,31.371999740600586,,,,,,,,,,,,,121.71598815917969,,,,52.560001373291016,,,,,91.55087280273438,,,,,,,16.459999084472656,37.25,44.603572845458984,,,,97.75
2015-03-30,,,,,,,,,,,,150.8300018310547,,23.600000381469727,,,,18000.0,21.440000534057617,,,,,,,,56.90999984741211,,,,,,18.59000015258789,,,,,31.78671646118164,,,,,,,,,,,,,120.54684448242188,,,,53.2599983215332,,,,,92.65445709228516,,,,,,,16.020000457763672,37.84000015258789,45.44636154174805,,,,96.80000305175781
2015-03-31,,,,,,,,,,,,150.9199981689453,,23.31999969482422,,,,18400.0,21.139999389648438,,,,,,,,56.08000183105469,,,,,,18.25,,,,,31.27533531188965,,,,,,,,,,,,,121.3890151977539,,,,52.61000061035156,,,,,91.45655059814453,,,,,,,15.920000076293945,37.599998474121094,45.451324462890625,,,,98.25
2015-04-01,,,,,,,,,,,,152.50999450683594,,22.989999771118164,,,,18300.0,21.260000228881836,,,,,,,,55.52000045776367,,,,,,17.600000381469727,,,,,30.336763381958008,,,,,,,,,,,,,122.7166519165039,,,,52.470001220703125,,,,,92.13568878173828,,,,,,,16.280000686645508,37.5,45.525691986083984,,,,95.44999694824219
2015-04-02,,,,,,,,,,,,153.00999450683594,,23.479999542236328,,,,18600.0,21.520000457763672,,,,,,,,55.2599983215332,,,,,,17.649999618530273,,,,,31.45307159423828,,,,,,,,,,,,,123.9848403930664,,,,52.529998779296875,,,,,92.90914154052734,,,,,,,16.34000015258789,37.86000061035156,45.57029724121094,,,,96.30000305175781
2015-04-06,,,,,,,,,,,,152.64999389648438,,23.479999542236328,,,,18700.0,20.969999313354492,,,,,,,,55.61000061035156,,,,,,17.850000381469727,,,,,30.299345016479492,,,,,,,,,,,,,125.10440063476562,,,,52.7400016784668,,,,,92.29601287841797,,,,,,,16.290000915527344,37.959999084472656,45.902462005615234,,,,97.0
2015-04-07,,,,,,,,,,,,154.7100067138672,,23.639999389648438,,,,18500.0,20.65999984741211,,,,,,,,55.41999816894531,,,,,,17.850000381469727,,,,,29.56033706665039,,,,,,,,,,,,,125.79794311523438,,,,52.65999984741211,,,,,91.82440948486328,,,,,,,16.530000686645508,37.90999984741211,45.72399139404297,,,,95.80000305175781
2015-04-08,,,,,,,,,,,,156.27000427246094,,23.850000381469727,,,,18600.0,20.610000610351562,,,,,,,,55.70000076293945,,,,,,17.850000381469727,,,,,30.3149356842041,,,,,,,,,,,,,127.40299224853516,,,,53.650001525878906,,,,,92.59986877441406,,,,,,,16.780000686645508,37.97999954223633,48.88694763183594,,,,95.30000305175781
2015-04-09,,,,,,,,,,,,156.52999877929688,,23.850000381469727,,,,18800.0,20.389999389648438,,,,,,,,55.52000045776367,,,,,,18.6299991607666,,,,,30.230745315551758,,,,,,,,,,,,,128.5027313232422,,,,53.970001220703125,,,,,92.60929870605469,,,,,,,16.489999771118164,38.75,48.8968505859375,,,,92.0
2015-04-10,,,,,,,,,,,,157.85000610351562,,23.600000381469727,,,,18600.0,20.139999389648438,,,,,,,,55.63999938964844,,,,,,18.200000762939453,,,,,30.449018478393555,,,,,,,,,,,,,130.38519287109375,,,,53.9900016784668,,,,,93.51716613769531,,,,,,,17.049999237060547,38.7400016784668,49.41740798950195,,,,90.94999694824219
2015-04-13,,,,,,,,,,,,157.38999938964844,,23.649999618530273,,,,18700.0,20.25,,,,,,,,55.47999954223633,,,,,,17.719999313354492,,,,,28.98035430908203,,,,,,,,,,,,,129.50343322753906,,,,53.5,,,,,92.57148742675781,,,,,,,17.0,39.029998779296875,48.63410186767578,,,,90.19999694824219
2015-04-14,,,,,,,,,,,,157.42999267578125,,23.479999542236328,,,,18700.0,20.110000610351562,,,,,,,,55.06999969482422,,,,,,17.93000030517578,,,,,28.578109741210938,,,,,,,,,,,,,130.35546875,,,,53.31999969482422,,,,,92.5620346069336,,,,,,,17.030000686645508,39.47999954223633,48.906776428222656,,,,94.0
2015-04-15,,,,,,,,,,,,158.61000061035156,,23.489999771118164,,,,18700.0,20.06999969482422,,,,,,,,55.349998474121094,,,,,,17.719999313354492,,,,,29.81602668762207,,,,,,,,,,,,,130.97967529296875,,,,53.189998626708984,,,,,92.63768005371094,,,,,,,17.110000610351562,39.869998931884766,49.60578918457031,,,,96.94999694824219
2015-04-16,,,,,,,,,,,16.594552993774414,158.02999877929688,,23.75,,,,18700.0,19.809999465942383,,,,,,,,55.130001068115234,,,,,,18.0,,,,,30.099782943725586,,,,,,,,,,,,,129.9591827392578,,,,52.529998779296875,,,,,92.09864807128906,,,,,,,16.989999771118164,39.310001373291016,49.43227767944336,,,,97.55000305175781
2015-04-17,,,,,,,,,,,16.953670501708984,156.22000122070312,,23.399999618530273,,,,18700.0,19.90999984741211,,,,,,,,53.0,,,,,,18.0,,,,,29.959463119506836,,,,,,,,,,,,,128.79998779296875,,,,51.41999816894531,,,,,90.38700103759766,,,,,,,16.690000534057617,37.0,49.452110290527344,,,,96.0999984741211
2015-04-20,,,,,,,,,,,17.17812728881836,158.3699951171875,,23.079999923706055,,,,18600.0,19.809999465942383,,,,,,,,53.790000915527344,,,,,,18.0,,,,,30.21515464782715,,,,,,,,,,,,,132.29739379882812,,,,52.31999969482422,,,,,91.39886474609375,,,,,,,16.959999084472656,36.970001220703125,49.719825744628906,,,,96.94999694824219
2015-04-21,,,,,,,,,,,16.721738815307617,158.24000549316406,,23.110000610351562,,,,18500.0,20.020000457763672,,,,,,,,54.20000076293945,,,,,,18.399999618530273,,,,,30.258808135986328,,,,,,,,,,,,,135.68580627441406,,,,52.54999923706055,,,,,91.9568099975586,,,,,,,16.90999984741211,37.22999954223633,50.38413619995117,,,,96.75
