,ADYEY,AFRM,ALKT,AVLR,BILL,BTRS,BL,BHG,CLOV,COIN,COMP,DLO,DOMA,DCT,ENV,EVER,FLT,FLYW,FCH.L,GDOT,HIPO,INTA,KPLT,LMND,LSPD,LDI,LU,MQ,MELI,MILE,ML,NCNO,OLO,OPEN,OSCR,PAGS,PAY,PAYO,PYPL,QTWO,RDFN,ROOT,SEZNL,SHOP,SOFI,SQ,STNE,UPST,VIRT,XROLF
2017-07-25,,,,,,,2036839904.7851562,,,,,,,,1749000000.0,,22917681152.0,,,2103400039.6728516,,,,,,,,,12274772705.078125,,,,,,,,,,70785897960.66284,1586700031.2805176,,,,8663040344.238281,,10110639770.507814,,,4881985024.0,2852252644.0924215
2017-07-26,,,,,,,2043080047.6074219,,,,,,,,1768800033.569336,,22917681152.0,,,2110680007.9345703,,,,,,,,,12571905639.648438,,,,,,,,,,71429851112.36572,1592849937.4389648,,,,8828479827.88086,,10268559799.194338,,,4881985024.0,2852252644.0924215
2017-07-27,,,,,,,2044120071.4111328,,,,,,,,1735800033.569336,,22917681152.0,,,2103400039.6728516,,,,,,,,,12599158569.335938,,,,,,,,,,73082251853.94286,1590799968.7194824,,,,8500420028.686523,,9745920028.686523,,,4881985024.0,2852252644.0924215
2017-07-28,,,,,,,2033199920.6542969,,,,,,,,1720399932.8613281,,22917681152.0,,,2095599960.3271484,,,,,,,,,12697177001.953125,,,,,,,,,,71928000926.97144,1588750000.0,1280300045.0134277,,,8740120315.551758,,9851200286.865232,,,4881985024.0,2852252644.0924215
2017-07-31,,,,,,,2016040023.803711,,,,,,,,1718199966.430664,,22917681152.0,,,2092480087.2802734,,,,,,,,,12677397949.21875,,,,,,,,,,71138249073.02856,1594900062.5610352,1423669950.4852295,,,8682780258.178713,,9907600143.43262,,,4881985024.0,2852252644.0924215
2017-08-01,,,,,,,1990559936.523438,,,,,,,,1720399932.8613281,,22917681152.0,,,2091440063.476563,,,,,,,,,12697617431.640625,,,,,,,,,,72098100185.39429,1584650062.5610352,1562319972.9919434,,,9783520172.11914,,10080559799.194338,,,4881985024.0,2852252644.0924215
2017-08-02,,,,,,,1938040023.803711,,,,,,,,1702800033.569336,,22917681152.0,,,2070120071.4111328,,,,,,,,,12597400878.90625,,,,,,,,,,71830798702.24,1517000000.0,1832539968.4906006,,,9244899856.567383,,9948959655.761719,,,4881985024.0,3058764280.0675793
2017-08-03,,,,,,,1947400039.6728516,,,,,,,,1696199966.430664,,22917681152.0,,,2055040023.803711,,,,,,,,,12851457641.601562,,,,,,,,,,70980297775.26855,1545700031.2805176,1604800045.0134277,,,9133040344.238281,,9482719741.821287,,,4881985024.0,3115629633.6353407
2017-08-04,,,,,,,1582360015.8691406,,,,,,,,1713800033.569336,,22917681152.0,,,2062839904.7851562,,,,,,,,,11448866333.007812,,,,,,,,,,71514900741.57715,1539549968.7194824,1524560009.0026855,,,9050319885.253906,,9478959655.761719,,,4881985024.0,3054274798.3659005
2017-08-07,,,,,,,1549599960.3271487,,,,,,,,1707199966.430664,,22917681152.0,,,2069599960.3271484,,,,,,,,,11259860900.878906,,,,,,,,,,72438298702.24,1541599937.4389648,1490930027.0080566,,,9192260086.05957,,9655680114.746094,,,4881985024.0,3054274798.3659005
2017-08-08,,,,,,,1577159996.0327146,,,,,,,,1683000000.0,,22917681152.0,,,2098199920.6542969,,,,,,,,,11073052917.480469,,,,,,,,,,72268199443.81714,1537500000.0,1505680027.0080566,,,9071940200.805666,,9783520172.11914,,,4881985024.0,3054274798.3659005
2017-08-09,,,,,,,1586520011.9018557,,,,,,,,1962399932.8613281,,22917681152.0,,,2387839904.7851562,,,,,,,,,11055471313.476562,,,,,,,,,,72499047775.26855,1519049968.7194824,1553469995.4986572,,,8947860229.492186,,9621840057.373047,,,4881985024.0,2913607479.361861
2017-08-10,,,,,,,1553759956.3598633,,,,,,,,1889800033.569336,,22917681152.0,,,2406559936.523438,,,,,,,,,10225607788.085938,,,,,,,,,,70494300556.18286,1486250000.0,1500960031.5093994,,,8309600143.432617,,9268399856.567383,,,4881985024.0,2913607479.361861
2017-08-11,,,,,,,1553759956.3598633,,,,,,,,1878800033.569336,,22917681152.0,,,2333760055.5419917,,,,,,,,,10556146240.234375,,,,,,,,,,70518601112.36572,1537500000.0,1466150022.5067139,,,8620739913.94043,,9332319885.253906,,,4881985024.0,2913607479.361861
2017-08-14,,,,,,,1570919952.3925781,,,,,,,,1909600067.1386719,,22917681152.0,,,2384720031.7382812,,,,,,,,,10414612548.828125,,,,,,,,,,71757901668.5486,1582599937.4389648,1472639945.9838867,,,8841639770.507814,,9475200286.865232,,,4881985024.0,2913607479.361861
2017-08-15,,,,,,,1550639984.1308594,,,,,,,,1958000000.0,,22917681152.0,,,2415400039.6728516,,,,,,,,,10376372375.488281,,,,,,,,,,72523348331.4514,1574400062.5610352,1686810009.0026855,,,8756100143.432617,,9336079971.313475,,,4881985024.0,2918096962.5600004
2017-08-16,,,,,,,1549599960.3271487,,,,,,,,1909600067.1386719,,22917681152.0,,,2441400039.6728516,,,,,,,,,10632627929.6875,,,,,,,,,,73252351112.36572,1545700031.2805176,1604210031.5093994,,,8893340057.373047,,9396239913.94043,,,4881985024.0,2918096962.5600004
2017-08-17,,,,,,,1552200019.836426,,,,,,,,1916199966.430664,,22917681152.0,,,2434639984.1308594,,,,,,,,,10293737426.757812,,,,,,,,,,72037351112.36572,1496500000.0,1568219995.4986572,,,8789000000.0,,9227040344.238281,,,4881985024.0,2918096962.5600004
2017-08-18,,,,,,,1550119972.2290041,,,,,,,,1900800033.569336,,22917681152.0,,,2406040023.803711,,,,,,,,,10379448669.433594,,,,,,,,,,72219598331.4514,1553900062.5610352,1575300045.0134277,,,8890520172.11914,,9336079971.313475,,,4881985024.0,2918096962.5600004
2017-08-21,,,,,,,1554799980.1635742,,,,,,,,1883199966.430664,,22917681152.0,,,2422160095.2148438,,,,,,,,,10634825378.417969,,,,,,,,,,72171001853.94286,1584650062.5610352,1626039968.4906006,,,9049379684.448242,,9196959655.761719,,,4881985024.0,2909118281.987579
2017-08-22,,,,,,,1523599960.3271487,,,,,,,,1925000000.0,,22917681152.0,,,2435680007.9345703,,,,,,,,,10693724121.09375,,,,,,,,,,73920600185.39429,1685099937.4389648,1490930027.0080566,,,9269340057.373047,,9527840057.373047,,,4881985024.0,2912110984.962482
2017-08-23,,,,,,,1516840003.9672852,,,,,,,,1916199966.430664,,22917681152.0,,,2431519912.7197266,,,,,,,,,10704712707.519531,,,,,,,,,,72960749073.02856,1640000000.0,1519250000.0,,,9631239913.94043,,9580479827.88086,,,4881985024.0,2912110984.962482
2017-08-24,,,,,,,1518400039.6728513,,,,,,,,1918399932.8613281,,22917681152.0,,,2465319992.0654297,,,,,,,,,10708229431.152344,,,,,,,,,,72900000000.0,1672799968.7194824,1521610054.0161133,,,10013819885.253906,,9648159942.626953,,,4881985024.0,2912110984.962482
2017-08-25,,,,,,,1541799980.1635742,,,,,,,,1892000000.0,,22917681152.0,,,2477279968.2617188,,,,,,,,,10830863586.425781,,,,,,,,,,72863551483.15431,1678950031.2805176,1468509963.9892578,,,9751559799.194334,,9396239913.94043,,,4881985024.0,2912110984.962482
2017-08-28,,,,,,,1555840003.9672852,,,,,,,,1874399932.8613281,,22917681152.0,,,2485080047.607422,,,,,,,,,10660758361.816406,,,,,,,,,,73543948516.84572,1687150062.5610352,1464969995.4986572,,,9756260086.05957,,9366159942.626953,,,4881985024.0,2828309306.846521
2017-08-29,,,,,,,1549599960.3271487,,,,,,,,1876600067.1386719,,22917681152.0,,,2475199920.654297,,,,,,,,,10588672241.210938,,,,,,,,,,74127147960.66284,1685099937.4389648,1408330049.5147705,,,9810780258.178713,,9415040344.238281,,,4881985024.0,2828309306.846521
2017-08-30,,,,,,,1561040023.803711,,,,,,,,1905199966.430664,,22917681152.0,,,2489239944.4580083,,,,,,,,,10845807312.011719,,,,,,,,,,75050550556.18286,1674849937.4389648,1359360054.0161133,,,10193360229.492186,,9685760086.059572,,,4881985024.0,2828309306.846521
2017-08-31,,,,,,,1605240043.6401367,,,,,,,,1955800033.569336,,22917681152.0,,,2505360015.8691406,,,,,,,,,11360954956.054688,,,,,,,,,,74941200370.78857,1664599937.4389648,1315110054.0161133,,,10426479827.88086,,9817360229.492186,,,4881985024.0,2832798790.0446596
2017-09-01,,,,,,,1595880027.7709959,,,,,,,,1944800033.569336,,22917681152.0,,,2507440063.476563,,,,,,,,,11072613830.566406,,,,,,,,,,74673898887.63428,1658450031.2805176,1392400022.5067139,,,10420840057.373047,,9749680114.746094,,,4881985024.0,2832798790.0446596
2017-09-04,,,,,,,1595880027.7709959,,,,,,,,1944800033.569336,,22917681152.0,,,2507440063.476563,,,,,,,,,11072613830.566406,,,,,,,,,,74673898887.63428,1658450031.2805176,1392400022.5067139,,,10420840057.373047,,9749680114.746094,,,4881985024.0,2832798790.0446596
2017-09-05,,,,,,,1604200019.836426,,,,,,,,1922800033.569336,,22917681152.0,,,2502760055.5419917,,,,,,,,,11280079711.914062,,,,,,,,,,74443050556.18286,1668700031.2805176,1474409986.4959717,,,10402979827.88086,,9689520172.11914,,,4881985024.0,2807358958.3993797
2017-09-06,,,,,,,1605240043.6401367,,,,,,,,1911800033.569336,,22917681152.0,,,2455959976.196289,,,,,,,,,11335023315.429688,,,,,,,,,,74406602039.33716,1683049968.7194824,1525740036.0107422,,,10360680114.746094,,9794799713.134768,,,4881985024.0,2807358958.3993797
2017-09-07,,,,,,,1673360015.8691406,,,,,,,,1885399932.8613281,,22917681152.0,,,2474160095.2148438,,,,,,,,,11370185180.664062,,,,,,,,,,75330000000.0,1678950031.2805176,1496240036.0107422,,,10665239913.94043,,9888799713.134768,,,4881985024.0,2831302295.6452804
2017-09-08,,,,,,,1696760055.5419922,,,,,,,,1914000000.0,,22917681152.0,,,2484040023.803711,,,,,,,,,11427328247.070312,,,,,,,,,,74272951297.76,1678950031.2805176,1421900022.5067139,,,10679340057.373047,,9975280258.178713,,,4881985024.0,2843273963.5200005
2017-09-11,,,,,,,1779959976.196289,,,,,,,,1964600067.1386719,,22917681152.0,,,2503800079.3457026,,,,,,,,,12538501464.84375,,,,,,,,,,76107599258.42285,1674849937.4389648,1523379981.994629,,,11091059799.194334,,10366319885.253906,,,4881985024.0,2816337637.475341
2017-09-12,,,,,,,1835080047.6074219,,,,,,,,2024000000.0,,22917681152.0,,,2495480087.2802734,,,,,,,,,12781570312.5,,,,,,,,,,76010401668.5486,1681000000.0,1499189990.9973145,,,11327000000.0,,10253520172.11914,,,4881985024.0,2992919961.6000004
2017-09-13,,,,,,,1890199920.6542969,,,,,,,,2048199966.430664,,22917681152.0,,,2473639984.1308594,,,,,,,,,12843985107.421875,,,,,,,,,,75378601112.36572,1664599937.4389648,1586509963.9892578,,,11205739913.94043,,10336239913.94043,,,4881985024.0,2948026275.906959
2017-09-14,,,,,,,1802839904.7851558,,,,,,,,2065800033.569336,,22917681152.0,,,2427360015.8691406,,,,,,,,,12655420776.367188,,,,,,,,,,75621602039.33716,1683049968.7194824,1576479959.487915,,,11298799713.134768,,10768639770.507814,,,4881985024.0,2997409444.798139
2017-09-15,,,,,,,1761760055.5419922,,,,,,,,2072399932.8613281,,22917681152.0,,,2439839904.7851562,,,,,,,,,12426416137.695312,,,,,,,,,,75937500000.0,1648200031.2805176,1565270040.512085,,,11304440200.805666,,10716000000.0,,,4881985024.0,3069239455.0393796
2017-09-18,,,,,,,1755519912.719726,,,,,,,,2090000000.0,,22917681152.0,,,2497559936.523438,,,,,,,,,12734097900.390625,,,,,,,,,,76447797775.26855,1635900062.5610352,1588280004.5013428,,,11507479827.88086,,10787440200.805662,,,4881985024.0,3069239455.0393796
2017-09-19,,,,,,,1738879928.5888672,,,,,,,,2134000000.0,,22917681152.0,,,2537080047.607422,,,,,,,,,12745527587.890625,,,,,,,,,,77553452224.73145,1625650062.5610352,1568219995.4986572,,,11556360229.492186,,10738559799.194338,,,4881985024.0,3082707617.31348
2017-09-20,,,,,,,1717040023.803711,,,,,,,,2156000000.0,,22917681152.0,,,2523040023.803711,,,,,,,,,12755637329.101562,,,,,,,,,,78659097404.47998,1590799968.7194824,1609520040.512085,,,11213260086.05957,,10704719741.821287,,,4881985024.0,3187459645.3730416
2017-09-21,,,,,,,1723800079.3457031,,,,,,,,2180199966.430664,,22917681152.0,,,2516800079.3457026,,,,,,,,,12389493896.484375,,,,,,,,,,78525446662.90283,1615400062.5610352,1548750000.0,,,11294100143.432617,,10678399856.567383,,,4881985024.0,3187459645.3730416
2017-09-22,,,,,,,1741480087.280274,,,,,,,,2213199966.430664,,22917681152.0,,,2517839904.7851562,,,,,,,,,12283563842.773438,,,,,,,,,,79072202224.73145,1633849937.4389648,1650229959.487915,,,11305379684.448242,,10810000000.0,,,4881985024.0,3102161471.3612413
2017-09-25,,,,,,,1728480087.280274,,,,,,,,2195600067.138672,,22917681152.0,,,2484559936.523438,,,,,,,,,11877421875.0,,,,,,,,,,77152500000.0,1613349937.4389648,1535180027.0080566,,,10760180114.746094,,10321200286.865232,,,4881985024.0,3094679286.68466
2017-09-26,,,,,,,1723800079.3457031,,,,,,,,2202199966.430664,,22917681152.0,,,2504319992.0654297,,,,,,,,,11835665649.414062,,,,,,,,,,76472098331.4514,1633849937.4389648,1487389945.9838867,,,10657719741.821287,,10381360229.492186,,,4881985024.0,3102161471.3612413
2017-09-27,,,,,,,1748239944.4580083,,,,,,,,2186800033.569336,,22917681152.0,,,2607279968.2617188,,,,,,,,,11753470458.984375,,,,,,,,,,76945952224.73145,1678950031.2805176,1489159986.4959717,,,11035600143.432617,,10554319885.253906,,,4881985024.0,3159027110.752859
2017-09-28,,,,,,,1781000000.0,,,,,,,,2197800033.569336,,22917681152.0,,,2587519912.7197266,,,,,,,,,11522138793.945312,,,,,,,,,,77674950370.78857,1681000000.0,1499780004.5013428,,,10946299713.134768,,10712239913.94043,,,4881985024.0,3322141271.106959
2017-09-29,,,,,,,1774239944.4580083,,,,,,,,2244000000.0,,22917681152.0,,,2578160095.2148438,,,,,,,,,11387562011.71875,,,,,,,,,,77796448516.84572,1707650062.5610352,1480310009.0026855,,,10950059799.194334,,10832559799.194338,,,4881985024.0,3322141271.106959
2017-10-02,,,,,,,1808359943.389893,,,,,,,,2292399932.861328,,22917681152.0,,,2672790016.1743164,,,,,,,,,11595145385.742188,,,,,,,,,,78492140373.22998,1703549968.7194824,1477949954.9865723,,,11781000000.0,,11285759765.625002,,,4881985024.0,3322141271.106959
2017-10-03,,,,,,,1800939975.7385254,,,,,,,,2354000000.0,,22917681152.0,,,2712009902.9541016,,,,,,,,,11626370239.257812,,,,,,,,,,78541061492.9199,1693299968.7194824,1470280004.5013428,,,11564189758.300783,,11496960205.078123,,,4881985024.0,3438864967.041241
2017-10-04,,,,,,,1772850040.4357905,,,,,,,,2358399932.861328,,22917681152.0,,,2693990097.0458984,,,,,,,,,11602181518.554688,,,,,,,,,,78284232612.60986,1685099937.4389648,1470280004.5013428,,,10226700302.124022,,11577599853.515625,,,4881985024.0,3390978294.0459003
2017-10-05,,,,,,,1776029911.0412593,,,,,,,,2338600067.138672,,22917681152.0,,,2767129951.477051,,,,,,,,,11884529174.804688,,,,,,,,,,80497859626.77002,1691250000.0,1475000000.0,,,9942570030.212402,,11811840087.890627,,,4881985024.0,3390978294.0459003
2017-10-06,,,,,,,1787689975.7385254,,,,,,,,2360600067.138672,,22917681152.0,,,2852990097.0458984,,,,,,,,,11822518554.6875,,,,,,,,,,80779153732.2998,1711750000.0,1475000000.0,,,9694079818.725586,,11811840087.890627,,,4881985024.0,3358056276.227579
2017-10-09,,,,,,,1765430072.7844238,,,,,,,,2387000000.0,,22917681152.0,,,2891680072.7844243,,,,,,,,,11870895996.09375,,,,,,,,,,80999294105.5298,1699450031.2805176,1553469995.4986572,,,9640619728.088377,,11930879882.8125,,,4881985024.0,3358056276.227579
2017-10-10,,,,,,,1754830032.3486323,,,,,,,,2376000000.0,,22917681152.0,,,2899629951.477051,,,,,,,,,12034499511.71875,,,,,,,,,,80766921119.68994,1713799968.7194824,1494469995.4986572,,,9164429969.787598,,12026879882.8125,,,4881985024.0,3358056276.227579
2017-10-11,,,,,,,1763839935.3027344,,,,,,,,2387000000.0,,22917681152.0,,,2863060024.2614746,,,,,,,,,12071880981.445312,,,,,,,,,,82894938507.0801,1719950031.2805176,1494469995.4986572,,,9406979667.663574,,12288000000.0,,,4881985024.0,3501716298.206521
2017-10-12,,,,,,,1759600040.4357905,,,,,,,,2373800033.569336,,22917681152.0,,,2854049919.128418,,,,,,,,,10830344604.492188,,,,,,,,,,84215780746.45996,1738400062.5610352,1513349977.4932861,,,9341640060.424805,,12599040527.34375,,,4881985024.0,3591503953.92
2017-10-13,,,,,,,1782390056.6101074,,,,,,,,2367199966.430664,,22917681152.0,,,2832319927.2155757,,,,,,,,,10770532775.878906,,,,,,,,,,83971184478.75978,1746599937.4389648,1535770040.512085,,,9327780120.84961,,12599040527.34375,,,4881985024.0,3591503953.92
2017-10-16,,,,,,,1768080032.3486323,,,,,,,,2343000000.0,,22917681152.0,,,2849279911.04126,,,,,,,,,10247179443.359375,,,,,,,,,,82320127014.16016,1734299968.7194824,1519840013.5040283,,,9601020332.336426,,12756480468.75,,,4881985024.0,3815972951.0400004
2017-10-17,,,,,,,1777620048.5229492,,,,,,,,2338600067.138672,,22917681152.0,,,2855640056.610107,,,,,,,,,10325902221.679688,,,,,,,,,,81537407760.62012,1709700031.2805176,1592409986.4959717,,,9524789909.362793,,12552959472.65625,,,4881985024.0,3601979127.395341
2017-10-18,,,,,,,1782919967.6513677,,,,,,,,2369399932.861328,,22917681152.0,,,2866240097.0458984,,,,,,,,,10661024902.34375,,,,,,,,,,82258982612.60986,1724049968.7194824,1538719995.4986572,,,9794070030.212402,,12487680175.78125,,,4881985024.0,3539127797.726521
2017-10-19,,,,,,,1778680072.7844238,,,,,,,,2349600067.138672,,22917681152.0,,,2857759902.9541016,,,,,,,,,10379117004.394531,,,,,,,,,,82246750000.0,1670750000.0,1515120018.005371,,,9726750000.0,,12334079589.843754,,,4881985024.0,3563071134.9724216
2017-10-20,,,,,,,1814720088.9587407,,,,,,,,2345199966.430664,,22917681152.0,,,2878959983.8256836,,,,,,,,,10367242858.886719,,,,,,,,,,86796311492.91992,1701500000.0,1489750000.0,,,10107899848.937988,,12480000000.0,,,4881985024.0,3510694977.282482
2017-10-23,,,,,,,1802000000.0,,,,,,,,2336399932.861328,,22917681152.0,,,2905990097.0458984,,,,,,,,,9954717346.191406,,,,,,,,,,85365403732.2998,1678950031.2805176,1436060009.0026855,,,10188090362.548828,,12491519531.25,,,4881985024.0,3510694977.282482
2017-10-24,,,,,,,1811009902.954101,,,,,,,,2340800033.569336,,22917681152.0,,,2936729991.912842,,,,,,,,,9913815795.898438,,,,,,,,,,85866828880.31006,1709700031.2805176,1421310009.0026855,,,10534590362.548828,,12560639648.4375,,,4881985024.0,3510694977.282482
2017-10-25,,,,,,,1828500000.0,,,,,,,,2340800033.569336,,22917681152.0,,,2991850040.435791,,,,,,,,,9741856872.558594,,,,,,,,,,86857455894.47021,1697400062.5610352,1380599977.4932861,,,10196009788.513182,,12633600585.9375,,,4881985024.0,3420907607.392859
2017-10-26,,,,,,,1821609943.389893,,,,,,,,2340800033.569336,,22917681152.0,,,2993439975.7385254,,,,,,,,,10071262023.925781,,,,,,,,,,87248815521.24023,1728150062.5610352,1363490036.0107422,,,10306890060.424805,,13098240234.374996,,,4881985024.0,3420907607.392859
2017-10-27,,,,,,,1868779911.0412598,,,,,,,,2349600067.138672,,22917681152.0,,,3017819927.2155757,,,,,,,,,10381316467.285156,,,,,,,,,,86906377014.16016,1736349937.4389648,1357590013.5040283,,,10619729667.663574,,13516800292.96875,,,4881985024.0,3420907607.392859
2017-10-30,,,,,,,1845459983.8256836,,,,,,,,2296800033.569336,,22917681152.0,,,2971709983.8256836,,,,,,,,,10313148559.570312,,,,,,,,,,87016451866.1499,1715849937.4389648,1373520040.512085,,,10826640060.424805,,13728000000.0,,,4881985024.0,3461311809.887762
2017-10-31,,,,,,,1882560024.2614746,,,,,,,,2349600067.138672,,22917681152.0,,,3000859943.389893,,,,,,,,,10568668273.925781,,,,,,,,,,88740877014.16016,1744549968.7194824,1388860054.0161133,,,9849509788.513182,,14280959472.656246,,,4881985024.0,3516680954.88
2017-11-01,,,,,,,1868250000.0,,,,,,,,2329800033.569336,,22917681152.0,,,2979660064.697266,,,,,,,,,10511934753.417969,,,,,,,,,,88520736640.93018,1717900062.5610352,1373520040.512085,,,9523799697.875978,,14004480468.750004,,,4881985024.0,3516680954.88
2017-11-02,,,,,,,1859240097.045899,,,,,,,,2362800033.569336,,22917681152.0,,,3015169967.651367,,,,,,,,,10379117004.394531,,,,,,,,,,88361750000.0,1678950031.2805176,1400659986.4959717,,,9889109939.575195,,13850879882.8125,,,4881985024.0,3530149117.1541004
2017-11-03,,,,,,,1817899959.5642095,,,,,,,,2325399932.861328,,22917681152.0,,,2998740097.0458984,,,,,,,,,11757869384.765625,,,,,,,,,,89755969253.54004,1752750000.0,1351099977.4932861,,,9772289909.362793,,14165759765.625,,,4881985024.0,3530149117.1541004
2017-11-06,,,,,,,1883620048.5229492,,,,,,,,2321000000.0,,22917681152.0,,,3015700080.8715816,,,,,,,,,11809763549.804688,,,,,,,,,,91407017387.39014,1722000000.0,1329860054.0161133,,,9884159637.451172,,14277120117.1875,,,4881985024.0,3443354450.23938
2017-11-07,,,,,,,1834859943.389893,,,,,,,,2288000000.0,,22917681152.0,,,2942029911.04126,,,,,,,,,11682224243.164062,,,,,,,,,,91003434478.75977,1722000000.0,1354050045.0134277,,,9871289909.362793,,14115839355.46875,,,4881985024.0,3590007459.520621
2017-11-08,,,,,,,1866129951.4770508,,,,,,,,2279199966.430664,,22917681152.0,,,3405250000.0,,,,,,,,,11439018432.617188,,,,,,,,,,91443705894.47021,1748650062.5610352,1280300045.0134277,,,9840600151.062012,,14096639648.4375,,,4881985024.0,3500219803.8071413
2017-11-09,,,,,,,1869310024.2614746,,,,,,,,2336399932.861328,,22917681152.0,,,3425919967.651367,,,,,,,,,11716528076.171875,,,,,,,,,,90624298133.8501,1748650062.5610352,1368800045.0134277,,,9605969879.15039,,14576639648.4375,,,4881985024.0,3441857955.84
2017-11-10,,,,,,,1914359943.389893,,,,,,,,2263800033.569336,,22917681152.0,,,3381399959.564209,,,,,,,,,11912675048.828125,,,,,,,,,,90489767387.39014,1765049968.7194824,1234870018.005371,,,9900990211.486818,,15056639648.4375,,,4881985024.0,3278743795.4859004
2017-11-13,,,,,,,1885740097.0458984,,,,,,,,2274800033.569336,,22917681152.0,,,3316209983.8256836,,,,,,,,,11745993896.484375,,,,,,,,,,90538688507.08008,1760950031.2805176,1256110054.0161133,,,9778229667.663574,,15352319824.21875,,,4881985024.0,3278743795.4859004
2017-11-14,,,,,,,1891569927.2155762,,,,,,,,2292399932.861328,,22917681152.0,,,3294479991.912842,,,,,,,,,11544129394.53125,,,,,,,,,,91101267387.39014,1767099937.4389648,1247849977.4932861,,,9798030120.84961,,15260160644.53125,,,4881985024.0,3256296952.6393795
2017-11-15,,,,,,,1895810024.2614746,,,,,,,,2283600067.138672,,22917681152.0,,,3236180072.7844243,,,,,,,,,11590307373.046875,,,,,,,,,,89804890373.22998,1748650062.5610352,1283840013.5040283,,,9705960090.637207,,15613439941.40625,,,4881985024.0,3449340142.0130415
2017-11-16,,,,,,,1989089935.3027349,,,,,,,,2266000000.0,,22917681152.0,,,3278580032.348633,,,,,,,,,11543690307.617188,,,,,,,,,,95027096267.7002,1804000000.0,1241949954.9865723,,,10285109939.575195,,16089600585.9375,,,4881985024.0,3411928642.4930415
2017-11-17,,,,,,,1973720088.9587402,,,,,,,,2180199966.430664,,22917681152.0,,,3284410064.697266,,,,,,,,,11862539916.992188,,,,,,,,,,93412736640.93018,1740450031.2805176,1246080049.5147705,,,10384109939.575195,,16965120117.1875,,,4881985024.0,3387985305.2471414
2017-11-20,,,,,,,1986439975.7385254,,,,,,,,2184600067.138672,,22917681152.0,,,3339000000.0,,,,,,,,,11691459838.867188,,,,,,,,,,92960232612.60986,1730200031.2805176,1230150022.5067139,,,10747439758.300783,,17360639648.4375,,,4881985024.0,3387985305.2471414
2017-11-21,,,,,,,2028839935.3027349,,,,,,,,2186800033.569336,,22917681152.0,,,3362319927.2155757,,,,,,,,,11819880004.882812,,,,,,,,,,95112705894.47021,1728150062.5610352,1226020040.512085,,,10906829818.725586,,18455040527.343754,,,4881985024.0,3387985305.2471414
2017-11-22,,,,,,,2042620048.5229492,,,,,,,,2180199966.430664,,22917681152.0,,,3336350040.435791,,,,,,,,,11693659301.757812,,,,,,,,,,94868109626.77002,1738400062.5610352,1176460031.5093994,,,10930590362.548828,,18743040527.343754,,,4881985024.0,3434375769.6669593
2017-11-23,,,,,,,2042620048.5229492,,,,,,,,2180199966.430664,,22917681152.0,,,3336350040.435791,,,,,,,,,11693659301.757812,,,,,,,,,,94868109626.77002,1738400062.5610352,1176460031.5093994,,,10930590362.548828,,18743040527.343754,,,4881985024.0,3434375769.6669593
2017-11-24,,,,,,,2056399959.564209,,,,,,,,2197800033.569336,,22917681152.0,,,3357020008.087158,,,,,,,,,11935106079.101562,,,,,,,,,,96091109626.77002,1752750000.0,1184719995.4986572,,,11069189758.300783,,18762240234.375,,,4881985024.0,3456822612.5134797
2017-11-27,,,,,,,2019830032.3486328,,,,,,,,2184600067.138672,,22917681152.0,,,3293419967.651367,,,,,,,,,11989638793.945312,,,,,,,,,,95198315521.24023,1754799968.7194824,1264370018.005371,,,11222640060.424805,,15751680175.78125,,,4881985024.0,3367034956.8
2017-11-28,,,,,,,2031490097.0458984,,,,,,,,2206600067.138672,,22917681152.0,,,3329459983.8256836,,,,,,,,,11867376586.914062,,,,,,,,,,95137171119.68994,1767099937.4389648,1348740036.0107422,,,11096909637.451172,,16339199707.03125,,,4881985024.0,3367034956.8
2017-11-29,,,,,,,1931850040.435791,,,,,,,,2129600067.1386719,,22917681152.0,,,3283879951.477051,,,,,,,,,11773261596.679688,,,,,,,,,,89584750000.0,1705599937.4389648,1345789968.4906006,,,10263329818.725586,,15025920410.156246,,,4881985024.0,3365538462.400621
2017-11-30,,,,,,,1943509902.9541016,,,,,,,,2162600067.138672,,22917681152.0,,,3275399959.564209,,,,,,,,,12100468627.929688,,,,,,,,,,92617794105.52979,1715849937.4389648,1344020040.512085,,,10278179969.787598,,15060480468.750004,,,4881985024.0,3205417290.84528
2017-12-01,,,,,,,1914890056.610107,,,,,,,,2136199966.430664,,22917681152.0,,,3247310024.2614746,,,,,,,,,12002393798.828125,,,,,,,,,,92091903732.2998,1697400062.5610352,1382960031.5093994,,,10223729667.663574,,14676480468.750004,,,4881985024.0,3205417290.84528
2017-12-04,,,,,,,1897399959.564209,,,,,,,,2134000000.0,,22917681152.0,,,3169930072.7844243,,,,,,,,,11950498291.015625,,,,,,,,,,86796311492.91992,1633849937.4389648,1456710031.5093994,,,9565380271.911623,,14158079589.843754,,,4881985024.0,3221878441.918139
2017-12-05,,,,,,,1802000000.0,,,,,,,,2162600067.138672,,22917681152.0,,,3156680072.7844243,,,,,,,,,11909596069.335938,,,,,,,,,,87077596267.7002,1668700031.2805176,1459069972.9919434,,,9432719879.15039,,14438399414.0625,,,4881985024.0,3193445621.4741
2017-12-06,,,,,,,1761189975.7385254,,,,,,,,2195600067.138672,,22917681152.0,,,3202790016.1743164,,,,,,,,,11971608032.226562,,,,,,,,,,89450219253.54004,1676900062.5610352,1479129981.994629,,,9481229667.663574,,14442240234.375,,,4881985024.0,3115629633.6353407
