,ADYEY,AFRM,ALKT,AVLR,BILL,BTRS,BL,BHG,CLOV,COIN,COMP,DLO,DOMA,DCT,ENV,EVER,FLT,FLYW,FCH.L,GDOT,HIPO,INTA,KPLT,LMND,LSPD,LDI,LU,MQ,MELI,MILE,ML,NCNO,OLO,OPEN,OSCR,PAGS,PAY,PAYO,PYPL,QTWO,RDFN,ROOT,SEZNL,SHOP,SOFI,SQ,STNE,UPST,VIRT,XROLF
2019-04-10,,,,4679701476.026642,,,2595449924.4689937,,,,,,,,3208799926.7578125,207999992.37060547,22917681152.0,,1101165016.2814987,3437500000.0,,,,,,,,,23659641235.351562,,,,,,,9341100122.451782,,,127721882537.84181,2996840026.8554688,2042950069.4274902,,,22921500000.0,,31316059104.919434,10400160301.208494,,4881985024.0,5363312593.6341
2019-04-11,,,,4675512013.594393,,,2609199924.4689937,,,,,,,,3305760131.8359375,206250000.0,22917681152.0,,1080981495.1220949,3398999958.03833,,,,,,,,,23171580505.371094,,,,,,,9190229730.60608,,,126474478912.35352,3001680053.7109375,2052959951.4007568,,,23419890609.741215,,31634500000.0,10056119956.970215,,4881985024.0,5363312593.6341
2019-04-12,,,,4782764120.556554,,,2583350067.1386724,,,,,,,,3303359985.3515625,210750007.62939453,22917681152.0,,1168098356.7392244,3447949924.4689937,,,,,,,,,23207919494.628906,,,,,,,9138869779.586792,,,128874243988.03711,3024559906.0058594,2070250000.0,,,23846130203.24707,,31542319488.52539,9940500000.0,,4881985024.0,5575809637.055524
2019-04-15,,,,4685566788.620829,,,2652649974.822998,,,,,,,,3300959838.8671875,211249995.23162842,22917681152.0,,1117557981.4436827,3416599941.2536626,,,,,,,,,25334697238.76953,,,,,,,9145289926.52893,,,128470319274.90234,3060200134.2773438,2023839979.171753,,,24201329864.501953,,31169409744.262695,10137900215.148926,,4881985024.0,5575809637.055524
2019-04-16,,,,4668808936.378119,,,2687300033.569336,,,,,,,,3338400146.484375,212500000.0,22917681152.0,,1122730095.4594004,3364900016.784668,,,,,,,,,24756666778.564453,,,,,,,9154920146.942139,,,128541596374.51173,3062840026.8554688,2021109916.6870117,,,23909399322.50977,,30792309104.919434,10216859870.910645,,4881985024.0,5575809637.055524
2019-04-17,,,,4613507193.193983,,,2672999916.07666,,,,,,,,3320640014.6484375,215000009.53674316,22917681152.0,,1093293699.0339894,3353350067.1386724,,,,,,,,,24580101840.820312,,,,,,,8997630220.413208,,,129266277099.60939,3037319946.2890625,1982890083.3129883,,,24092550338.745117,,30486440895.080566,9796680473.327639,,4881985024.0,5611724928.000001
2019-04-18,,,,4591721474.575125,,,2617999916.07666,,,,,,,,3344159912.109375,213499999.04632568,22917681152.0,,1144315591.1753922,3340700092.315674,,,,,,,,,24265440000.0,,,,,,,8121299755.096436,,,127543680725.09766,3017959838.8671875,2015649965.286255,,,24499920135.498047,,29640059104.919434,7475820064.544679,,4881985024.0,5611724928.000001
2019-04-22,,,,4616858571.76219,,,2602599983.215332,,,,,,,,3363840087.890625,212500000.0,22917681152.0,,1144315591.1753922,3355000000.0,,,,,,,,,24204775858.154297,,,,,,,8243280097.961426,,,126890277099.60939,3081319946.2890625,1954679958.3435059,,,24896189254.760742,,30411020767.211914,7309440021.514893,,4881985024.0,5387255930.88
2019-04-23,,,,4740030766.344974,,,2652100067.1386724,,,,,,,,3411840087.890625,214499998.09265137,22917681152.0,,1070373758.2290041,3422100067.1386724,,,,,,,,,24660000000.0,,,,,,,8445509828.567505,,,126997201812.74414,3179000000.0,1985619972.229004,,,24801840270.996094,,30356548721.313477,7089479827.88086,,4881985024.0,5632675276.447142
2019-04-24,,,,4750085542.209313,,,2640000000.0,,,,,,,,3393599853.515625,218249988.5559082,22917681152.0,,978417180.1753236,3398999958.03833,,,,,,,,,23970013681.640625,,,,,,,8487240171.432495,,,127377361450.19531,3237084521.179199,1923739944.4580078,,,24398909729.003902,,30163809104.919434,7563239913.94043,,4881985024.0,5723959426.56
2019-04-25,,,,4660429690.595858,,,2675199966.430664,,,,,,,,3399840087.890625,217750000.95367432,22917681152.0,,841947856.1924232,3465000000.0,,,,,,,,,24046952761.23047,,,,,,,8522549755.096436,,,130941361450.19531,3266644840.3930664,1949220006.942749,,,24305670135.498047,,30440350639.34326,7594260086.05957,,4881985024.0,5689540915.838759
2019-04-26,,,,4853147866.659367,,,2717000083.9233394,,,,,,,,3407040161.1328125,221749997.13897705,22917681152.0,,855808160.7718704,3484249916.07666,,,,,,,,,24143125858.154297,,,,,,,8535390048.980713,,,131345277099.6094,3287822251.89209,1983799930.5725098,,,24673079864.501953,,29979451278.686523,7549140129.089355,,4881985024.0,5689540915.838759
2019-04-29,,,,4935262876.434461,,,2766499958.03833,,,,,,,,3412799926.7578125,225000000.0,22917681152.0,,865825491.0870885,3527149848.9379883,,,,,,,,,24371971380.615234,,,,,,,8464770269.393921,,,133578722900.3906,3327530319.213867,1989260055.5419922,,,25062689254.760742,,30469680511.47461,7887539806.365966,,4881985024.0,5756881728.705718
2019-04-30,,,,4932748942.408482,,,2809400100.708008,,,,,,,,3407519897.4609375,224749994.2779541,22917681152.0,,887826442.1604642,3507350025.177002,,,,,,,,,23877785522.460938,,,,,,,8365259828.567505,,,133970756011.96289,3332809719.0856934,1881880027.770996,,,27031829864.501953,,30511579872.131348,8118780258.178711,,4881985024.0,5738923797.409624
2019-05-01,,,,4864040726.387748,,,2838550033.569336,,,,,,,,3628528431.70166,218000006.6757202,22917681152.0,,838697706.1794487,3497999916.07666,,,,,,,,,23906884141.845703,,,,,,,8336369779.586792,,,131796722900.3906,3252383932.571411,1809079923.6297607,,,27212760406.49414,,30846781150.81787,7614000000.0,,4881985024.0,5738923797.409624
2019-05-02,,,,4825497154.688275,,,2930399932.8613286,,,,,,,,3691587805.0231934,223250007.62939453,22917681152.0,,820229434.3063449,3576099815.3686514,,,,,,,,,23789502301.02539,,,,,,,8301060195.922852,,,130323596374.51173,3273153286.514282,1783600034.713745,,,28364939254.760742,,28383059104.919434,7515299892.425537,,4881985024.0,5791300239.426959
2019-05-03,,,,4963751672.269593,,,2736250000.0,,,,,,,,3757981341.7053223,221250009.53674316,22917681152.0,,806913918.6041337,3667400016.784668,,,,,,,,,28553320920.410156,,,,,,,8715149877.548218,,,133008478912.35352,3319552921.37146,1847299930.5725098,,,29307329864.50196,,28709878593.444817,7766280258.178711,,4881985024.0,5768853112.253041
2019-05-06,,,,4977995910.566182,,,2654299907.684326,,,,,,,,3766280731.6589355,230500006.6757202,22917681152.0,,813082340.1451678,3589849815.3686514,,,,,,,,,27998470920.410156,,,,,,,8792189804.077148,,,131689798187.25586,3269176348.3428955,1860950069.4274902,,,29472718780.517586,,29388659744.262695,7774739913.94043,,4881985024.0,5768853112.253041
2019-05-07,,,,4991402383.40278,,,2631200008.392334,,,,,,,,3681213963.317871,259750008.58306885,22917681152.0,,780456778.6477365,3468300075.5310063,,,,,,,,,26603699875.48828,,,,,,,8715149877.548218,,,129432596374.51173,3220567078.62854,1884609916.6870117,,,28714590270.996094,,28667979232.788086,7639380043.029785,,4881985024.0,5686547927.040001
2019-05-08,,,,6158604617.916262,,,2637799949.645996,,,,,,,,3699887194.9768066,265249991.41693115,22917681152.0,,800375224.4895474,3479850025.177002,,,,,,,,,26438479079.589844,,,,,,,8737619779.586792,,,129575159637.45117,3063250786.514282,1823640083.3129883,,,29027611083.984375,,28177750000.0,7709880043.029785,,4881985024.0,5653625624.894282
2019-05-09,,,,6114195734.460507,,,2675750083.9233394,,,,,,,,3495000457.53479,258750009.53674316,22917681152.0,,827552656.8232597,2560800075.5310063,,,,,,,,,26763005522.460938,,,,,,,8788979730.60608,,,130359243988.03711,3137931994.4000244,1543359916.6870117,,,28928819458.007812,,27817409744.262695,7808580150.604247,,4881985024.0,5533908940.161242
2019-05-10,,,,6030405195.441238,,,2752200050.354004,,,,,,,,3541164725.8758545,267499995.23162842,22917681152.0,,862409040.7050164,2685650100.708008,,,,,,,,,27512670124.51172,,,,,,,8830710073.47107,,,131167084350.58594,3202891348.3428955,1549730062.4847412,,,28730128509.521477,,27649809104.919434,7870619956.970215,,4881985024.0,5533908940.161242
2019-05-13,,,,5675970933.85352,,,2569049949.645996,,,,,,,,3455579542.46521,278999996.18530273,22917681152.0,,888912044.4192008,2578949966.430664,,,,,,,,,26782241044.921875,,,,,,,8317109951.019287,,,126914042175.29297,3098160926.9714355,1522429958.3435059,,,27837689254.760742,,26141409744.262695,7484280258.178711,,4881985024.0,5533908940.161242
2019-05-14,,,,5815063536.136784,,,2626250000.0,,,,,,,,3491888384.170532,275000000.0,22917681152.0,,873115916.5061375,2622400016.784668,,,,,,,,,27751870920.410156,,,,,,,8246490171.432495,,,129598915649.41406,3159585000.0,1578850034.713745,,,28099649322.50977,,26862090255.737305,7481460193.634034,,4881985024.0,5533908940.161242
2019-05-15,,,,5803332911.786315,,,2675750083.9233394,,,,,,,,3511598841.7053223,275000000.0,22917681152.0,,856636586.09358,2613600025.177002,,,,,,,,,28256907238.76953,,,,,,,9020100122.451782,,,132462000000.0,3198030421.37146,1574299930.5725098,,,29321760406.49415,,27331371406.555183,7391219741.821289,,4881985024.0,5717973448.962482
2019-05-16,,,,6045487518.439774,,,2760449924.4689937,,,,,,,,3564506463.317871,286750006.6757202,22917681152.0,,898513208.994933,2641100025.177002,,,,,,,,,29381402636.71875,,,,,,,9735929975.509644,,,135277563262.93948,3248848651.6571045,1539720006.942749,,,30859111083.984375,,27821600639.343254,7577340236.663818,,4881985024.0,6255202606.0130415
2019-05-17,,,,5970075905.122907,,,2758250083.9233394,,,,,,,,3475808810.8062744,268499994.2779541,22917681152.0,,877471343.6370943,2679600067.1386724,,,,,,,,,28337792761.23047,,,,,,,9588270269.39392,,,134006403625.48825,3189634213.485718,1580670076.3702393,,,30358500000.0,,27364888977.05078,7295340236.663818,,4881985024.0,6388387453.020183
2019-05-20,,,,5656699468.502595,,,2775299949.645996,,,,,,,,3482032957.53479,276250004.7683716,22917681152.0,,851039312.8416117,2633949966.430664,,,,,,,,,28314120124.51172,,,,,,,9684570024.490356,,,133234201812.74414,3156049719.0856934,1545179958.3435059,,,29658090270.996094,,26979409744.262695,7557599784.851075,,4881985024.0,6083110050.9103775
2019-05-21,,,,5737976393.575743,,,2846799907.684326,,,,,,,,3568137347.4884033,278749990.46325684,22917681152.0,,879894381.9821583,2640549907.684326,,,,,,,,,28257894602.05078,,,,,,,9835439804.077148,,,133566840362.54883,3198030421.37146,1592500000.0,,,30281909729.0039,,27620479232.788086,8076479827.88086,,4881985024.0,6132492932.481241
2019-05-22,,,,5843552011.892057,,,2869349899.291992,,,,,,,,3553095000.0,284500002.86102295,22917681152.0,,877412874.0369433,2725249958.03833,,,,,,,,,28087246318.359375,,,,,,,10021619779.586792,,,133614361450.19531,3289945365.1428223,1581579923.6297607,,,30969000000.0,,27846739616.394043,7825500000.0,,4881985024.0,6095081432.961242
2019-05-23,,,,5730434912.415569,,,2807200050.354004,,,,,,,,3501225000.0,275999999.0463257,22917681152.0,,876687007.8716139,2666399974.822998,,,,,,,,,28638643557.128906,,,,,,,10053719902.038574,,,130561201812.74414,3205100646.057129,1541540048.5992432,,,30149819458.007812,,26711250000.0,7379940021.514893,,4881985024.0,6120521550.430377
2019-05-24,,,,5804170356.328544,,,2851749916.07666,,,,,,,,3535977805.0231934,274499988.5559082,22917681152.0,,874874038.8226901,2686200008.392334,,,,,,,,,29224565397.94922,,,,,,,10297680587.768555,,,130501798187.25586,3265199073.0285645,1570660020.828247,,,30619350677.490227,,27092541534.423836,7348919849.395753,,4881985024.0,6174393629.375524
2019-05-27,,,,5804170356.328544,,,2851749916.07666,,,,,,,,3535977805.0231934,274499988.5559082,22917681152.0,,876657420.3086832,2686200008.392334,,,,,,,,,29224565397.94922,,,,,,,10297680587.768555,,,130501798187.25586,3265199073.0285645,1570660020.828247,,,30619350677.490227,,27092541534.423836,7348919849.395753,,4881985024.0,6174393629.375524
2019-05-28,,,,6001078634.984018,,,2915549907.684326,,,,,,,,3571768231.6589355,272749996.18530273,22917681152.0,,862761262.6123551,2628999958.03833,,,,,,,,,29620606442.871094,,,,,,,10525590293.884277,,,132806521087.64648,3272269634.8571777,1589769937.5152588,,,31349729187.01172,,27578579872.131348,7441979827.88086,,4881985024.0,6333018592.355342
2019-05-29,,,,6000240550.282073,,,2844049949.645996,,,,,,,,3541683536.682129,274250006.6757202,22917681152.0,,813666383.7714683,2598750000.0,,,,,,,,,28290444477.539062,,,,,,,10349040538.787842,,,130775042175.29297,3269618005.5999756,1522429958.3435059,,,30267479187.01172,,26493369808.19702,7213559978.485106,,4881985024.0,6334515372.578577
2019-05-30,,,,5991861624.57967,,,2855049991.607666,,,,,,,,3541683536.682129,277250003.81469727,22917681152.0,,817604675.2337116,2588849983.215332,,,,,,,,,28521261716.308594,,,,,,,10525590293.884277,,,132355084350.58594,3277572219.0856934,1491489944.4580078,,,30752548645.01953,,26677729232.788086,7191000000.0,,4881985024.0,6264181570.912859
2019-05-31,,,,5667592008.151117,,,2827549991.607666,,,,,,,,3470621889.9536133,283500003.81469727,22917681152.0,,797137948.769446,2552549991.607666,,,,,,,,,28138047363.28125,,,,,,,10278420146.942139,,,130383000000.0,3236475505.5999756,1434160020.828247,,,30513899322.509773,,25957050319.67163,7106400215.148925,,4881985024.0,6264181570.912859
2019-06-03,,,,5484928607.114044,,,2670249958.03833,,,,,,,,3437943536.682129,270000004.7683716,22917681152.0,,839406097.160913,2589950008.392334,,,,,,,,,28051737363.28125,,,,,,,9983100122.451782,,,125357756011.96289,3048226348.3428955,1411410020.828247,,,29415000000.0,,25399779552.45972,6962580150.604247,,4881985024.0,6135485921.280001
2019-06-04,,,,5505038158.004821,,,2778600025.177002,,,,,,,,3573843079.147339,281750011.4440918,22917681152.0,,854657997.6495143,2700499916.07666,,,,,,,,,27210338283.691406,,,,,,,10702140048.980713,,,129171243988.03711,3218799438.1713867,1482390083.3129883,,,30414000000.0,,26560409744.262695,7396859870.910645,,4881985024.0,6105556607.933042
2019-06-05,,,,5822604377.13724,,,2749450092.315674,,,,,,,,3575399115.829468,288249993.3242798,22917681152.0,,856679110.5428694,2706549949.645996,,,,,,,,,28070479204.101562,,,,,,,10862640048.980713,,,131594756011.96289,3111418061.8286133,1456910020.828247,,,32469718780.51758,,27205670127.868652,7413780258.178711,,4881985024.0,6133989712.704477
2019-06-06,,,,6095761713.651811,,,2769249916.07666,,,,,,,,3587847805.0231934,286999988.5559082,22917681152.0,,856354627.2624404,2675750083.9233394,,,,,,,,,28688950920.410156,,,,,,,11193269657.13501,,,132794638549.80469,3108324438.1713867,1463279993.057251,,,32973659729.003906,,27557628593.444817,7622460193.634034,,4881985024.0,6133989712.704477
2019-06-07,,,,6038784121.1436405,,,2798400058.7463374,,,,,,,,3583179694.9768066,299749994.2779541,22917681152.0,,871190594.578731,2730199966.430664,,,,,,,,,29813446318.359375,,,,,,,11482170146.942139,,,135455756011.96289,3034527219.0856934,1533350034.713745,,,33860548645.01953,,28684739616.394043,7509659763.336182,,4881985024.0,6183372594.275342
2019-06-10,,,,5960858894.718558,,,2836900100.708008,,,,,,,,3583698110.0463867,313750004.7683716,22917681152.0,,886537062.2227172,2794550075.5310063,,,,,,,,,30403808283.691406,,,,,,,11623409706.115723,,,137356563262.93948,3376128014.3737793,1648010055.5419922,,,34047031219.48242,,29485031150.81787,7896000000.0,,4881985024.0,6264181570.912859
2019-06-11,,,,5655861383.800649,,,2726349983.215332,,,,,,,,3493444420.852661,312249994.2779541,22917681152.0,,803944079.4869105,2755499916.07666,,,,,,,,,30247955397.94922,,,,,,,11674769657.13501,,,136144798187.25586,3358700885.0097656,1618890083.3129883,,,34044809051.51367,,29405420127.868652,7862159763.336182,,4881985024.0,6300096290.209624
2019-06-12,,,,5618155896.803122,,,2771449966.430664,,,,,,,,3558281920.852661,318000006.6757202,22917681152.0,,839373138.1833433,2730199966.430664,,,,,,,,,30746579875.48828,,,,,,,11629829853.057861,,,136026000000.0,3484928899.383545,1607970006.942749,,,34425541625.97656,,29522739616.394043,7943940021.514893,,4881985024.0,6282138930.561242
2019-06-13,,,,5670943706.799184,,,2796749916.07666,,,,,,,,3572287042.46521,321000003.81469727,22917681152.0,,830371013.2301073,2739550075.5310063,,,,,,,,,31347300124.51172,,,,,,,11828849510.192871,,,137475361450.1953,3459024114.9902344,1641640083.3129883,,,34075888916.015625,,30243420127.868652,8048280258.178711,,4881985024.0,6207315931.521241
2019-06-14,,,,5655861383.800649,,,2692799949.645996,,,,,,,,3589403841.7053223,309999990.46325684,22917681152.0,,827257108.4607539,2696649932.8613286,,,,,,,,,30381120000.0,,,,,,,11408340293.884277,,,138009957824.70703,3540036172.4853516,1628899965.286255,,,33867208374.023438,,29996208465.57617,7989059978.485106,,4881985024.0,6207315931.521241
2019-06-17,,,,5819252679.327079,,,2731299991.607666,,,,,,,,3594591158.2946777,317000007.62939453,22917681152.0,,832411080.8878239,2715900058.7463374,,,,,,,,,30521680795.898438,,,,,,,11501430587.768555,,,139186084350.58594,3608802129.3640137,1658019937.5152588,,,33949350677.490234,,30255989616.394043,8259780258.178711,,4881985024.0,6120521550.430377
2019-06-18,,,,5949966355.070036,,,2761000041.96167,,,,,,,,3556725884.170532,308999991.41693115,22917681152.0,,844000504.6011494,2673550033.569336,,,,,,,,,30714030000.0,,,,,,,11755019657.13501,,,137784243988.0371,3603150000.0,1683500000.0,,,33767309051.51367,,30092579872.131348,8445900215.148924,,4881985024.0,6243231222.465718
2019-06-19,,,,6089058317.193583,,,2877050075.5310063,,,,,,,,3628306341.7053223,300999999.0463257,22917681152.0,,852543711.1152275,2609199924.4689937,,,,,,,,,31633355522.460938,,,,,,,11700450244.903564,,,139162319274.90234,3687930143.737793,1674399965.286255,,,36299218780.51758,,30444541534.42383,8282340236.663818,,4881985024.0,6226770071.392859
2019-06-20,,,,6252450252.041825,,,3028300075.5310063,,,,,,,,3615338841.7053223,307249999.0463257,22917681152.0,,855426791.8841957,2649349899.291992,,,,,,,,,31389220920.410156,,,,,,,12005400489.807129,,,141122521087.64648,3680393971.2524414,1698970006.942749,,,36409111083.984375,,31181979232.788086,8302080150.604246,,4881985024.0,6545516207.424478
2019-06-21,,,,6120061047.054694,,,3004099941.2536626,,,,,,,,3590960274.1241455,316750001.90734863,22917681152.0,,822796023.7958792,2647699966.430664,,,,,,,,,31103659204.101562,,,,,,,12066390048.980713,,,138057478912.35352,3664380143.737793,1685320041.6564941,,,36280350677.490234,,30532531150.81787,8217479827.880861,,4881985024.0,6527558276.128383
2019-06-24,,,,5902205772.966214,,,2966150016.784668,,,,,,,,3517823384.170532,309999990.46325684,22917681152.0,,811824044.6180162,2617450008.392334,,,,,,,,,30667175397.94922,,,,,,,11973299755.096436,,,138402000000.0,3556521100.616455,1685320041.6564941,,,34613128509.521484,,30465489616.394043,8093400215.148925,,4881985024.0,6361451126.975524
2019-06-25,,,,5748868933.224266,,,2897400016.784668,,,,,,,,3483070579.147339,302999997.13897705,22917681152.0,,736487981.7098876,2611950092.315674,,,,,,,,,30309111716.308594,,,,,,,11902680587.768555,,,135954722900.3906,3502827129.3640137,1577940013.885498,,,31528440948.48633,,29275531150.81787,7952400215.148925,,4881985024.0,6361451126.975524
2019-06-26,,,,5739651922.819918,,,2844600067.1386724,,,,,,,,3453504694.9768066,315499997.13897705,22917681152.0,,666441979.1793379,2640000000.0,,,,,,,,,30046728955.078125,,,,,,,12143430587.768555,,,135610201812.74414,3512718086.242676,1565200069.4274902,,,32082329864.501953,,29309048721.313477,8022900215.148925,,4881985024.0,6361451126.975524
2019-06-27,,,,5949966355.070036,,,2940850067.1386724,,,,,,,,3511598841.7053223,305749988.5559082,22917681152.0,,645576496.0585725,2664750041.96167,,,,,,,,,30118243557.128906,,,,,,,12082439804.077148,,,135039957824.70703,3597027129.3640137,1618890083.3129883,,,33406559051.51367,,29866319488.52539,8121599784.851075,,4881985024.0,6359954918.400001
2019-06-28,,,,6049676661.630069,,,2943049907.684326,,,,,,,,3546352042.46521,325000000.0,22917681152.0,,615741738.5027392,2689500083.9233394,,,,,,,,,30172497363.28125,,,,,,,12509370391.845703,,,135978478912.35352,3596556028.7475586,1636179958.3435059,,,33316649322.509766,,30390069488.52539,8341559978.4851055,,4881985024.0,6359954918.400001
2019-07-01,,,,6332051007.7110815,,,2928200092.315674,,,,,,,,3624669967.651367,351000000.0,22917681152.0,,556297064.8571901,2616300041.1987305,,,,,,,,,30785899978.637695,,,,,,,12676369598.388672,,,136540608551.02539,3455550041.1987305,1632540048.5992432,,,34124159179.6875,,30963598709.106445,8144159763.336182,,4881985024.0,6377912278.048383
2019-07-02,,,,6545717138.609266,,,2709299907.684326,,,,,,,,3682440177.9174805,355939989.0899658,22917681152.0,,394066482.6452168,2630339950.5615234,,,,,,,,,31167174829.101562,,,,,,,13002080150.604248,,,137893787826.5381,3470849876.4038086,1635269937.5152588,,,34939519042.96875,,31289310516.35742,8042640129.089355,,4881985024.0,6377912278.048383
2019-07-03,,,,6657996153.383809,,,2731849899.291992,,,,,,,,3728019805.908203,352300004.95910645,22917681152.0,,420956972.95089597,2651940032.9589844,,,,,,,,,31492280170.898438,,,,,,,13278440200.805664,,,139686160362.24365,3527549972.5341797,1605239944.4580078,,,35092958496.09375,,31411980903.62549,8022900215.148925,,4881985024.0,6644282543.710378
2019-07-04,,,,6657996153.383809,,,2731849899.291992,,,,,,,,3728019805.908203,352300004.95910645,22917681152.0,,440549981.501221,2651940032.9589844,,,,,,,,,31492280170.898438,,,,,,,13278440200.805664,,,139686160362.24365,3527549972.5341797,1605239944.4580078,,,35092958496.09375,,31411980903.62549,8022900215.148925,,4881985024.0,6644282543.710378
2019-07-05,,,,6666375079.924116,,,2724700050.354004,,,,,,,,3717419967.651367,350479988.09814453,22917681152.0,,463296139.58738214,2667600082.3974605,,,,,,,,,31723927435.913086,,,,,,,13327789447.784424,,,139068924346.92383,3478050041.1987305,1617980062.4847412,,,35136640136.71875,,31433128967.285156,8276700107.574465,,4881985024.0,6573948742.04466
2019-07-08,,,,6694864195.8391075,,,2706549949.645996,,,,,,,,3698339935.3027344,357500000.0,22917681152.0,,468598330.1507937,2633580024.7192383,,,,,,,,,31315807243.652344,,,,,,,13387009548.187256,,,138819646377.5635,3475350151.0620117,1627989944.4580078,,,35952000000.0,,31060890129.089355,8228760086.05957,,4881985024.0,6573948742.04466
2019-07-09,,,,6772789422.264189,,,2726349983.215332,,,,,,,,3685620048.522949,355159996.03271484,22917681152.0,,447543621.7968246,2641679901.123047,,,,,,,,,31842237478.637695,,,,,,,13564669849.395752,,,140505193260.1929,3559499931.335449,1635269937.5152588,,,36061761230.46875,,32977079612.731934,8685599784.851076,,4881985024.0,6461714243.484659
2019-07-10,,,,6842335722.986869,,,2715349941.2536626,,,,,,,,3728019805.908203,362699995.04089355,22917681152.0,,432892501.407339,2646539909.362793,,,,,,,,,31482835149.536133,,,,,,,14140419849.395752,,,142012679275.5127,3594150123.5961914,1632540048.5992432,,,35729121093.75,,33150511161.8042,9026819526.672361,,4881985024.0,6461714243.484659
2019-07-11,,,,7024998484.702129,,,2712599983.215332,,,,,,,,3767240097.0458984,365300004.95910645,22917681152.0,,434713130.6038644,2626559967.0410156,,,,,,,,,31530554807.739258,,,,,,,14123970100.402832,,,143211551811.21826,3591449890.1367188,1611609916.6870117,,,35280000000.0,,33603121032.714844,9833339698.791506,,4881985024.0,6725090948.700183
2019-07-12,,,,6968021531.515772,,,2734049949.645996,,,,,,,,3855219886.779785,369979988.09814453,22917681152.0,,413201955.20905733,2646000000.0,,,,,,,,,32052509807.739258,,,,,,,14314789447.784424,,,142582443260.1929,3653100013.73291,1627079923.6297607,,,34722238769.53125,,34804439483.64258,9537239913.94043,,4881985024.0,6544019427.2012415
2019-07-15,,,,6982265769.812362,,,2726349983.215332,,,,,,,,3874299919.128418,355420001.9836426,22917681152.0,,409338564.40673816,2654100082.3974605,,,,,,,,,32068417371.82617,,,,,,,14466130401.611328,,,143508301811.21826,3628349876.4038086,1594320041.6564941,,,36290238769.53125,,34757909225.46387,9551339698.791506,,4881985024.0,6418316766.367142
2019-07-16,,,,6871662284.281993,,,2707649974.822998,,,,,,,,3812820129.3945312,365039999.0081787,22917681152.0,,414641962.0531439,2614139991.760254,,,,,,,,,31513655106.811523,,,,,,,14719460552.215576,,,142095768913.26904,3629250068.664551,1557920076.3702393,,,35547681640.625,,34089568450.927734,9590819526.672361,,4881985024.0,6371926872.0985775
2019-07-17,,,,7145657065.338792,,,2735149974.822998,,,,,,,,3803809822.0825195,375439989.0899658,22917681152.0,,415989078.2759817,2584979942.321778,,,,,,,,,31403297329.101562,,,,,,,15028720100.402832,,,141027467102.0508,3633299903.869629,1599779993.057251,,,36435840820.3125,,34208011161.8042,10061760086.05957,,4881985024.0,6300096290.209624
2019-07-18,,,,7185038720.902306,,,2698300075.5310063,,,,,,,,3850980194.091797,375439989.0899658,22917681152.0,,416933916.95875406,2613600082.3974605,,,,,,,,,32245384850.463867,,,,,,,15124130401.611328,,,142285693260.1929,3643199958.8012695,1533350034.713745,,,37088799316.40625,,34288378967.285156,9923579612.731934,,4881985024.0,6370430091.875341
2019-07-19,,,,7024161039.321996,,,2654299907.684326,,,,,,,,3811230194.091797,376220006.942749,22917681152.0,,408859352.9976641,2578500000.0,,,,,,,,,31153257606.811523,,,,,,,15015559799.194336,,,140813806739.8071,3599100151.0620117,1545179958.3435059,,,36960000000.0,,33209730903.62549,9810780258.17871,,4881985024.0,6514090113.854283
2019-07-22,,,,6916071167.737748,,,2614149932.8613286,,,,,,,,3782610145.5688477,382460000.9918213,22917681152.0,,409637458.2831302,2569860008.239746,,,,,,,,,31640912585.44922,,,,,,,15624210552.215576,,,140885032897.9492,3610799903.869629,1581579923.6297607,,,37546878906.25,,33235109870.910645,10214040344.238283,,4881985024.0,6469196428.161242
2019-07-23,,,,6871662284.281993,,,2587749958.03833,,,,,,,,3823419967.651367,381939989.0899658,22917681152.0,,389266956.8922199,2580119934.0820317,,,,,,,,,31557400149.536133,,,,,,,15403779899.597168,,,142701141448.9746,3556800041.1987305,1618890083.3129883,,,36984640136.71875,,33349318450.927734,9726180473.327639,,4881985024.0,6469196428.161242
2019-07-24,,,,6952939209.355142,,,2659249916.07666,,,,,,,,3877480194.091797,385840003.96728516,22917681152.0,,391782662.73434055,2620619934.0820317,,,,,,,,,32808600000.0,,,,,,,15226119598.388672,,,143983103622.4365,3586499862.6708984,1636179958.3435059,,,36911840820.3125,,34021890129.089355,9393420387.268066,,4881985024.0,6671218868.258577
2019-07-25,,,,7104599880.531103,,,2555299949.645996,,,,,,,,3862110145.5688477,381159996.03271484,22917681152.0,,395065221.6036901,2571479942.321778,,,,,,,,,32435775000.0,,,,,,,15097809799.194336,,,136647443260.1929,3547350082.397461,1600690013.885498,,,37334079589.84375,,33848458580.01709,9133979827.880861,,4881985024.0,6671218868.258577
2019-07-26,,,,7241178228.708529,,,2595449924.4689937,,,,,,,,3868469886.779785,394680007.9345703,22917681152.0,,396946649.84930944,2651399917.602539,,,,,,,,,32545635192.260742,,,,,,,15897279899.597168,,,137086627464.2944,3603149986.26709,1649266715.927124,,,37692480957.03125,,34605628967.28516,9633119956.970215,,4881985024.0,6689176227.90696
2019-07-29,,,,6924450093.44015,,,2509650058.7463374,,,,,,,,3791620048.522949,388180007.9345703,22917681152.0,,389403656.20841134,2682179901.123047,,,,,,,,,32480017628.17383,,,,,,,15548539447.784424,,,132291146377.5635,3607200164.794922,1603351715.927124,,,35807519042.96875,,33924598709.106445,9740280258.17871,,4881985024.0,6720601751.325901
