Date,PYPL,SQ,SHOP,LC,GPN,CATM,GDOT,BL,ADYEY,STNE,LMND,ROOT,AFRM,INTU,OPEN,NCNO,BILL,UPST,GWRE,COIN,SOFI,FUSE,MELI,PAGS,LU,FTCV,DLO,MQ,AVLR,GSKY,QD,OSCR,RDFN,FLYW,BTRS,ZG,XROLF,AFTPY,CLOV,MILE,ALKT,BHG,COMP,DCT,ENV,EVER,HIPO,INTA,KPLT,PAY,PAYO,QTWO,FCH.L,SZL.AX,XRO.AX,ML,FLT,VIRT,LSPD.TO,KUX.SI,LDI
2016-11-28,48511438888.549805,4310319908.142091,3611650142.6696777,2258100059.509277,11006941757.202148,2568360031.1279297,1230629957.1990967,1120529996.871948,,,,,,28728075210.571285,,,,,4261009922.027589,,,,7098561706.542969,,,,,,,,,,,,,6684200057.983398,1812858636.6176605,,,,,,,,1666250000.0,,,,,,,1254000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-11-29,48426459259.0332,4286240013.1225586,3620150012.9699707,2191800029.754639,10860777816.77246,2488290046.6918945,1233180015.5639648,1160299968.7194827,,,,,,28839798706.05469,,,,,4201149944.30542,,,,7144611450.1953125,,,,,,,,,,,,,6710799942.016602,1727838052.3109436,,,,,,,,1608200065.612793,,,,,,,1205999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-11-30,47685918518.066414,4451359855.651855,3541949844.3603516,2207399940.490723,10546912040.71045,2522970062.25586,1229610031.1279294,1104540021.896362,,,,,,28224068572.998047,,,,,4066829933.166504,,,,6921383422.8515625,,,,,,,,,,,,,6678500289.916992,1727838052.3109436,,,,,,,,1552299934.387207,,,,,,,1180000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-01,46544760185.2417,4372240013.122559,3371949844.3603516,2078699970.2453613,10219193801.879883,2562240085.6018066,1209719964.9810789,1098390037.536621,,,,,,28147104766.845703,,,,,3934700111.3891597,,,,6635440490.722656,,,,,,,,,,,,,6328900260.925293,1741550973.8445282,,,,,,,,1472750000.0,,,,,,,1148000030.5175781,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-02,46884678703.30811,4492640144.348145,3319249935.1501465,2008500000.0,10482291259.765625,2580090007.7819824,1217370042.8009033,1115200031.2805173,,,,,,28119789505.004883,,,,,3822280044.555664,,,,6690699645.996094,,,,,,,,,,,,,6332700347.900391,1727838052.3109436,,,,,,,,1472750000.0,,,,,,,1144000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-05,47333862037.65869,4540799934.387206,3448449974.0600586,2059199970.2453613,10728460426.330566,2640270023.3459473,1243889968.8720706,1102489974.9755862,,,,,,28524479370.11719,,,,,3888710033.416748,,,,6927084167.480469,,,,,,,,,,,,,6513199768.066406,1727838052.3109436,,,,,,,,1472750000.0,,,,,,,1190000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-06,47321719444.2749,4564880157.470703,3476500129.699707,2215199970.2453613,10754617385.864258,2681580093.383789,1264799961.0900881,1057799968.7194827,,,,,,28435102935.79101,,,,,3844909866.333008,,,,6909542175.292969,,,,,,,,,,,,,7233299942.016602,1727838052.3109436,,,,,,,,1453399967.1936035,,,,,,,1205999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-07,47892300926.208496,4857279960.632324,3461200103.759766,2285399940.490723,10903858337.402344,2713200038.909912,1281629957.1990967,1075019971.847534,,,,,,28951520233.154297,,,,,3859509922.0275884,,,,7263460998.535156,,,,,,,,,,,,,7242799797.058105,1727838052.3109436,,,,,,,,1470600032.8063965,,,,,,,1218000030.5175781,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-08,48086540740.9668,4795359855.651855,3623550090.7897944,2195699970.2453613,11043868255.615234,2777970062.25586,1284690027.2369382,1069279996.871948,,,,,,29214691177.368168,,,,,3993100055.69458,,,,7015235229.4921875,,,,,,,,,,,,,7111700057.983398,1727838052.3109436,,,,,,,,1496399967.1936035,,,,,,,1274000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-09,48135101852.41699,4778160118.103028,3588700103.759766,2156699970.2453613,11106951713.562012,2750939929.9621577,1291319984.4360352,1057799968.7194827,,,,,,29043378799.438477,,,,,3941270122.528076,,,,6956029663.0859375,,,,,,,,,,,,,7088900260.925293,1758006558.151245,,,,,,,,1505000000.0,,,,,,,1274000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-12,47868020370.4834,4764400131.225586,3573400077.819824,2082600059.5092769,10960784225.463867,2768790046.6918945,1283670003.8909912,1047549968.7194827,,,,,,28807519180.29785,,,,,3943460033.416748,,,,6739816955.566406,,,,,,,,,,,,,6980600318.908691,1667500779.0756226,,,,,,,,1515750000.0,,,,,,,1261999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-13,47868020370.4834,4840079895.019532,3592950038.909912,2109899940.4907231,11054638977.050781,2728500000.0,1284690027.2369382,1028279996.871948,,,,,,29244480697.631832,,,,,3890170066.833496,,,,6877527770.996094,,,,,,,,,,,,,7007200202.941895,1715496331.3865662,,,,,,,,1532950065.612793,,,,,,,1245999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-14,48013699073.791504,4757519973.754883,3548750000.0,2028000000.0,10994633712.768555,2689740085.6018066,1270409992.2180176,1011470003.1280518,,,,,,29214691177.368168,,,,,3828119899.7497554,,,,6917874084.472656,,,,,,,,,,,,,7047100028.991699,1715496331.3865662,,,,,,,,1543700065.612793,,,,,,,1230000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-15,48001561111.450195,4860720039.367676,3604849987.0300293,1996800029.754639,10866930656.433104,2738189929.9621577,1251540046.6918945,1010649984.3597412,,,,,,29242002502.441406,,,,,3852210033.416748,,,,6984096984.863281,,,,,,,,,,,,,7238999710.083008,1715496331.3865662,,,,,,,,1614649967.1936035,,,,,,,1215999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-16,47734479629.5166,4946720039.367676,3574249935.1501465,2078699970.2453613,10814622650.146482,2709119945.5261235,1222979976.6540527,1028279996.871948,,,,,,29125312774.658203,,,,,3827390022.277832,,,,6796393371.582031,,,,,,,,,,,,,7187700347.900391,1715496331.3865662,,,,,,,,1575950065.612793,,,,,,,1210000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-19,47880158332.8247,4939839881.896972,3558949909.2102056,2016300029.754639,10890011787.41455,2742779937.744141,1213290046.6918945,1074200031.2805173,,,,,,29333865005.493168,,,,,3822280044.555664,,,,6713503967.285156,,,,,,,,,,,,,7256099739.074707,1693555552.3109436,,,,,,,,1565200065.612793,,,,,,,1215999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-20,48244362037.65869,4981119842.529297,3520699844.3603516,2031899940.490723,10988480873.10791,2784090007.7819824,1215840007.7819824,1107000000.0,,,,,,29393451919.555668,,,,,3747090133.666992,,,,6705171386.71875,,,,,,,,,,,,,7371999855.041504,1614020162.7731323,,,,,,,,1554450065.612793,,,,,,,1235999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-21,48669260185.2417,4946720039.367676,3467999935.1501465,2028000000.0,10903858337.402344,2755529937.744141,1217370042.8009033,1150459978.103638,,,,,,29219655441.28418,,,,,3748549888.61084,,,,6771393615.722656,,,,,,,,,,,,,7290299797.058105,1605792305.2310944,,,,,,,,1541549934.387207,,,,,,,1208000030.5175781,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-22,48171520370.4834,4833200065.612794,3414449844.3603516,2051399940.4907231,10774619140.625,2757569984.436035,1224000000.0,1138980028.152466,,,,,,29026001907.348633,,,,,3681390022.277832,,,,6861300354.003906,,,,,,,,,,,,,7039499855.041504,1607163636.6176605,,,,,,,,1513600032.8063965,,,,,,,1171999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-23,48050122222.90039,4840079895.019532,3513900012.9699707,2031899940.490723,10816158790.588379,2803470062.25586,1214819984.4360352,1123399984.3597412,,,,,,29028487976.07422,,,,,3693070011.138916,,,,6870510437.011719,,,,,,,,,,,,,7073699913.024902,1645560000.0,,,,,,,,1513600032.8063965,,,,,,,1165999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-27,48220081481.9336,4816000000.0,3709399948.120117,2133300029.7546391,10882320442.199709,2839169906.616211,1212270023.3459473,1100850015.640259,,,,,,29023519775.390625,,,,,3733950111.3891597,,,,6951205078.125,,,,,,,,,,,,,7168699913.024902,1645560000.0,,,,,,,,1528649967.1936035,,,,,,,1168000030.5175781,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-28,48037979629.5166,4798799934.387206,3673700103.759766,2031899940.490723,10719230575.561523,2809080093.383789,1207170003.8909912,1103720003.1280518,,,,,,28666000259.399418,,,,,3672630100.2502446,,,,6831363891.6015625,,,,,,,,,,,,,7058500289.916992,1645560000.0,,,,,,,,1530799934.387207,,,,,,,1160000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-29,48511438888.549805,4723119842.529297,3663499870.300293,2016300029.754639,10742308158.874512,2801939929.9621577,1202579996.1090086,1100029996.871948,,,,,,28531931671.14258,,,,,3649270122.528076,,,,6958228454.589844,,,,,,,,,,,,,7039499855.041504,1615391363.3823395,,,,,,,,1526500000.0,,,,,,,1164000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2016-12-30,48074461486.816414,4661460039.138794,3601079910.278321,2047500000.0,9163466819.763184,2783069984.436035,1201049961.0900881,1160459964.7521973,,,,,,28675545043.945312,,,,,3699750137.3291016,,,,6854191040.0390625,,,,,,,,,,,,,6925500144.958496,1615391363.3823395,,,,,,,,1515750000.0,,,,,,,1154000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-03,49024500000.0,4723020143.508911,3596879974.3652344,2113800029.7546391,9307367843.62793,2836619945.5261235,1205129957.1990967,1171379974.3652346,,,,,,28710572204.589844,,,,,3824250125.88501,,,,7068411071.777344,,,,,,,,,,,,,6728400192.260742,1638703473.8445282,,,,,,,,1507149967.1936035,,,,,,,1141999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-04,49938000000.0,4873500000.0,3707759948.7304688,2238600059.509277,9654576057.434082,2850389968.8720703,1231649980.545044,1161719993.5913086,,,,,,28768121643.066406,,,,,3898499965.6677246,,,,7279121093.75,,,,,,,,,,,,,6713999862.670898,1638703473.8445282,,,,,,,,1569500000.0,,,,,,,1160000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-05,50011081672.66846,4979520143.508911,4005120025.6347656,2203500000.0,9692864089.96582,2777970062.25586,1263270023.3459473,1130640003.2043457,,,,,,28945764770.507812,,,,,3838500022.8881836,,,,7518802795.410156,,,,,,,,,,,,,6625800247.192383,1638703473.8445282,,,,,,,,1586700065.612793,,,,,,,1191999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-06,50486100929.260254,5130000000.0,3939600128.1738276,2195699970.2453613,9828841247.558594,2770319984.436035,1278569984.4360352,1141140003.2043457,,,,,,29324680175.78125,,,,,3852749919.891358,,,,7557432373.046875,,,,,,,,,,,,,6685199890.136719,1638703473.8445282,,,,,,,,1580250000.0,,,,,,,1204000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-09,50425201858.52051,5150520143.508911,3963120025.6347656,2207399940.490723,10533827903.747559,2752979976.6540527,1258680015.5639648,1141980022.4304197,,,,,,29236854400.634766,,,,,3845250034.3322754,,,,7643032836.9140625,,,,,,,,,,,,,6699600219.7265625,1725095389.5378113,,,,,,,,1569500000.0,,,,,,,1220000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-10,50035442230.22461,5099219947.814941,4021079910.278321,2242500000.0,10281667526.245117,2778479976.6540527,1273469964.9810789,1121819961.5478516,,,,,,29136476135.253906,,,,,3819750022.8881836,,,,7804576538.0859375,,,,,,,,,,,,,6676200027.46582,1725095389.5378113,,,,,,,,1552299934.387207,,,,,,,1211999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-11,50279038513.1836,5095799869.5373535,4059720153.8085938,2215199970.2453613,10327877395.629883,2788680015.563965,1268879957.1990967,1123079990.386963,,,,,,29204231414.794926,,,,,3887250137.3291016,,,,7758922912.597656,,,,,,,,,,,,,6593400192.260742,1725095389.5378113,,,,,,,,1563049934.387207,,,,,,,1195999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-12,50620081672.66846,5041079921.722412,4080720153.8085938,2184000000.0,10244703689.575195,2771340007.7819824,1275000000.0,1111739971.1608884,,,,,,29369849700.927734,,,,,3932250022.8881836,,,,7602647583.0078125,,,,,,,,,,,,,6712200164.794922,1725095389.5378113,,,,,,,,1586700065.612793,,,,,,,1178000030.5175781,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-13,50668798141.47949,5044500000.0,4040399871.826172,2187899940.490723,10263187637.329102,2810099922.180176,1289280035.0189211,1129379974.3652346,,,,,,29384903564.45312,,,,,4025249862.6708984,,,,7745753662.109375,,,,,,,,,,,,,6840000000.0,1762120552.3109436,,,,,,,,1614649967.1936035,,,,,,,1205999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-16,50668798141.47949,5044500000.0,4040399871.826172,2187899940.490723,10263187637.329102,2810099922.180176,1289280035.0189211,1129379974.3652346,,,,,,29384903564.45312,,,,,4025249862.6708984,,,,7745753662.109375,,,,,,,,,,,,,6840000000.0,1762120552.3109436,,,,,,,,1614649967.1936035,,,,,,,1205999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-17,50266860557.55615,5023979856.491089,4159680038.4521484,2141100059.5092769,10302794792.175293,2782560070.0378423,1286729976.6540527,1125180038.4521484,,,,,,29131461486.816406,,,,,3967500114.4409175,,,,7815990112.3046875,,,,,,,,,,,,,6676200027.46582,1782690000.0,,,,,,,,1573799934.387207,,,,,,,1191999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-18,50364298141.47949,5006880117.416383,4198319961.5478516,2141100059.5092769,10379364768.981934,2824380054.4738765,1297950038.9099119,1141140003.2043457,,,,,,29056176300.048832,,,,,3980249977.1118164,,,,7693515747.0703125,,,,,,,,,,,,,6690599670.410156,1782690000.0,,,,,,,,1595299934.387207,,,,,,,1205999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-19,50266860557.55615,5037659843.444824,4255439987.182617,2254199970.2453613,10481021408.081055,2824889968.8720703,1289790046.6918945,1129379974.3652346,,,,,,29096325225.830074,,,,,3921750068.664551,,,,7677711975.097656,,,,,,,,,,,,,6683400192.260742,1788175194.7689056,,,,,,,,1573799934.387207,,,,,,,1204000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-20,50778418327.331535,5092380117.416383,4207560012.817383,2242500000.0,10440093101.501465,2800409992.2180176,1304579996.1090086,1188599967.9565432,,,,,,29384903564.45312,,,,,3971999931.335449,,,,7733461914.0625,,,,,,,,,,,,,6732000274.658203,1788175194.7689056,,,,,,,,1588850032.8063965,,,,,,,1250000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-23,50693158699.03565,4996619882.583617,4152959884.6435537,2297100059.509277,10348999588.012695,2745840007.7819824,1306110031.1279294,1152900032.0434568,,,,,,29384903564.45312,,,,,3932250022.8881836,,,,7845401550.292969,,,,,,,,,,,,,6777000274.658203,1788175194.7689056,,,,,,,,1584549934.387207,,,,,,,1264000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-24,51107278884.887695,5013719947.814941,4151279846.1914062,2301000000.0,10433490386.96289,2774909992.2180176,1331610031.1279294,1161719993.5913086,,,,,,29798953247.070312,,,,,3956250000.0,,,,8046891418.457031,,,,,,,,,,,,,6807599945.068359,1788175194.7689056,,,,,,,,1586700065.612793,,,,,,,1286000061.0351562,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-25,50802778884.887695,4993200130.4626465,4314240051.269531,2379000000.0,10334477066.04004,2824380054.4738765,1356600019.4549563,1179780006.4086914,,,,,,30115137939.45312,,,,,3986999988.555908,,,,8049965698.2421875,,,,,,,,,,,,,6726599807.739258,1788175194.7689056,,,,,,,,1603899967.1936035,,,,,,,1321999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-26,50547000000.0,4928219947.814941,4284839859.008789,2386800029.754639,10139087654.11377,2805509914.3981934,1361700038.9099119,1168859996.795654,,,,,,29726183319.091797,,,,,3950249862.6708984,,,,8049525939.941406,,,,,,,,,,,,,6724800109.863281,1788175194.7689056,,,,,,,,1618950065.612793,,,,,,,1291999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-27,49048860557.55615,4969259908.676148,4329360076.904297,2394600059.509277,10223583526.611328,2796330093.383789,1358639968.8720706,1160879974.3652346,,,,,,29758804321.289062,,,,,3966749954.223633,,,,8017041564.941406,,,,,,,,,,,,,6677999725.341797,1855368863.3823395,,,,,,,,1627549934.387207,,,,,,,1310000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-30,48549480743.4082,4941899934.768676,4258800064.086914,2359500000.0,10272428596.496582,2790209953.3081055,1367819984.4360352,1131480022.4304197,,,,,,29743748474.121094,,,,,3931499862.6708984,,,,8126346679.6875,,,,,,,,,,,,,6555599670.410156,1837541947.6890564,,,,,,,,1586700065.612793,,,,,,,1290000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-01-31,48452038513.1836,5000039960.861206,4268879974.3652344,2406300029.754639,10202456260.681152,2783580093.383789,1366799961.0900881,1141560012.8173828,,,,,,29756295013.427734,,,,,3924750137.3291016,,,,8138200012.207031,,,,,,,,,,,,,6476399917.602539,1837541947.6890564,,,,,,,,1625399967.1936035,,,,,,,1270000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-01,47879581672.66846,4911119882.583617,4299959884.643554,2464800029.754639,10172093109.13086,2744310070.0378423,1353030035.0189211,1126439987.1826172,,,,,,29537981262.207027,,,,,3923250102.9968266,,,,8278233154.296875,,,,,,,,,,,,,6427799835.205078,1837541947.6890564,,,,,,,,1627549934.387207,,,,,,,1258000030.5175781,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-02,48208442230.22461,4911119882.583617,4394879974.365234,2429699970.2453613,10128528587.341309,2781540046.6918945,1342319984.4360352,1132319961.5478516,,,,,,29568088989.257812,,,,,3932999897.0031734,,,,8279989501.953125,,,,,,,,,,,,,6492599945.068359,1837541947.6890564,,,,,,,,1618950065.612793,,,,,,,1230000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-03,48220620185.85205,4883759908.676148,4378079910.278321,2472600059.509277,10376722465.515137,2839680015.563965,1349459953.3081055,1154159980.7739258,,,,,,29703597564.697266,,,,,4057499885.559082,,,,8347151672.363281,,,,,,,,,,,,,6555599670.410156,1918448668.6134338,,,,,,,,1646899967.1936035,,,,,,,1274000015.258789,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-06,48403322044.37256,4924799869.5373535,4425120025.634766,2433600059.509277,10321274681.091309,2610689929.9621577,1342829996.1090086,1144920009.6130373,,,,,,29583150787.353516,,,,,4029000091.552735,,,,8416950378.417969,,,,,,,,,,,,,6654600219.7265625,1918448668.6134338,,,,,,,,1627549934.387207,,,,,,,1283999938.9648438,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-07,48744360557.55615,4924799869.5373535,4462920089.721679,2460899940.490723,10389925865.17334,2574479976.6540527,1336200038.9099119,1153319961.5478516,,,,,,29480263214.111332,,,,,4034999942.779541,,,,8411243591.308594,,,,,,,,,,,,,6688799972.53418,1918448668.6134338,,,,,,,,1612500000.0,,,,,,,1293999938.9648438,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-08,49791841300.96435,4948740091.323852,4483079910.278321,2418000000.0,10440100204.467773,2575500000.0,1338239988.3270264,1140299983.9782715,,,,,,29246889648.4375,,,,,4005000114.4409175,,,,8421778991.699219,,,,,,,,,,,,,6179400329.589844,1873195779.0756226,,,,,,,,1612500000.0,,,,,,,1260000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-09,49730942230.22461,5037659843.444824,4587240051.269531,2515500000.0,10380683891.296387,2595389968.8720703,1361700038.9099119,1146599967.9565432,,,,,,29131461486.816406,,,,,4056750011.444092,,,,8415633117.675781,,,,,,,,,,,,,6080399780.2734375,1878680973.8445282,,,,,,,,1640450065.612793,,,,,,,1281999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-10,49426442230.22461,4996619882.583617,4638480102.539063,2605200119.0185547,10360877777.09961,2319990085.6018066,1358639968.8720706,1153319961.5478516,,,,,,29492809753.417973,,,,,4092749977.1118164,,,,8572347534.1796875,,,,,,,,,,,,,6136200027.46582,1878680973.8445282,,,,,,,,1644750000.0,,,,,,,1283999938.9648438,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-13,50145057769.77539,4959000000.0,4708199935.913086,2605200119.0185547,10327866233.825684,2258279937.744141,1375979976.6540527,1146599967.9565432,,,,,,29711127471.923832,,,,,4103249931.335449,,,,8565323486.328125,,,,,,,,,,,,,6260399780.2734375,1878680973.8445282,,,,,,,,1621100032.8063965,,,,,,,1275999984.741211,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-14,50693158699.03565,4900859973.907471,4708199935.913086,2574000000.0,10458585166.931152,2274599922.180176,1372409992.2180176,1156680038.4521484,,,,,,29821535034.179688,,,,,4131750011.444092,,,,8650924621.582031,,,,,,,,,,,,,6429600219.7265625,1878680973.8445282,,,,,,,,1636149967.1936035,,,,,,,1271999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-15,50997658699.03565,4894020143.508911,5091240051.269531,2453100059.509277,10425575653.076172,2272049961.090088,1366290046.6918945,1186920009.6130373,,,,,,29849143371.582027,,,,,4213500022.8881836,,,,8776471923.828125,,,,,,,,,,,,,6393600082.397461,1878680973.8445282,,,,,,,,1649049934.387207,,,,,,,1316000061.0351562,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-16,51338701858.52051,4750380117.416383,5121480102.539063,2254199970.2453613,10255249565.124512,2286840007.7819824,1364250000.0,1194060012.8173828,,,,,,29921915283.20312,,,,,4179749965.6677246,,,,8692188049.316406,,,,,,,,,,,,,6262200164.794922,1878680973.8445282,,,,,,,,1651200065.612793,,,,,,,1426000061.0351562,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-17,51107278884.887695,4948740091.323852,5167680038.452148,2195699970.2453613,10292220504.760742,2276130054.4738765,1369860031.1279294,1236480022.4304197,,,,,,30077496337.89062,,,,,4185750102.996827,,,,8710625000.0,,,,,,,,,,,,,6301799697.875977,1878680973.8445282,,,,,,,,1670549934.387207,,,,,,,1440000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-20,51107278884.887695,4948740091.323852,5167680038.452148,2195699970.2453613,10292220504.760742,2276130054.4738765,1369860031.1279294,1236480022.4304197,,,,,,30077496337.89062,,,,,4185750102.996827,,,,8710625000.0,,,,,,,,,,,,,6301799697.875977,1878680973.8445282,,,,,,,,1670549934.387207,,,,,,,1440000000.0,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2017-02-21,51679740371.7041,5003460039.138794,5298720153.808594,2215199970.2453613,10411051101.68457,2271540046.6918945,1377000000.0,1242780006.4086914,,,,,,30080007629.394527,,,,,4210499954.223633,,,,8713698608.398438,,,,,,,,,,,,,6265800247.192383,1896507889.5378113,,,,,,,,1634000000.0,,,,,,,1431999969.4824219,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
