Date,PYPL,SQ,SHOP,LC,GPN,CATM,GDOT,BL,ADYEY,STNE,LMND,ROOT,AFRM,INTU,OPEN,NCNO,BILL,UPST,GWRE,COIN,SOFI,FUSE,MELI,PAGS,LU,FTCV,DLO,MQ,AVLR,GSKY,QD,OSCR,RDFN,FLYW,BTRS,ZG,XROLF,AFTPY,CLOV,MILE,ALKT,BHG,COMP,DCT,ENV,EVER,HIPO,INTA,KPLT,PAY,PAYO,QTWO,FCH.L,SZL.AX,XRO.AX,ML,FLT,VIRT,LSPD.TO,KUX.SI,LDI
2015-01-16,,,,1656749954.223633,5862903785.705565,1458240051.2695312,819420009.6130372,,,,,,,23231720466.61377,,,,,3427920043.9453125,,,,5197203918.457031,,,,,,,,,,,,,4415500499.725342,1693555552.3109436,,,,,,,,1910679977.4169922,,,,,,,667799972.5341797,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-19,,,,1656749954.223633,5862903785.705565,1458240051.2695312,819420009.6130372,,,,,,,23231720466.61377,,,,,3427920043.9453125,,,,5197203918.457031,,,,,,,,,,,,,4415500499.725342,1693555552.3109436,,,,,,,,1910679977.4169922,,,,,,,667799972.5341797,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-20,,,,1655249977.1118164,5827440948.486329,1447740051.2695312,846299983.9782715,,,,,,,23500540924.072266,,,,,3504239868.1640625,,,,5334843231.201172,,,,,,,,,,,,,4393498781.204224,1666129447.6890564,,,,,,,,1913640045.1660156,,,,,,,664919975.2807617,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-21,,,,1512749977.1118164,5795992412.567139,1436400032.0434568,834540035.2478027,,,,,,,23226338882.44629,,,,,3520079956.0546875,,,,5361849426.269531,,,,,,,,,,,,,4385706453.323364,1652416526.1554718,,,,,,,,1885150028.2287598,,,,,,,657360008.2397461,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-22,,,,1461749954.223633,5911751575.469971,1443539955.1391604,840420009.6130372,,,,,,,23868830451.965332,,,,,3626639923.0957036,,,,5473354339.599609,,,,,,,,,,,,,4487006435.394287,1674357305.2310944,,,,,,,,1935470050.8117676,,,,,,,647639991.7602539,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-23,,,,1431000022.8881836,5907067279.815674,1444379974.3652346,838739971.1608886,,,,,,,24038188362.121582,,,,,3657599945.0683594,,,,5544351470.947266,,,,,,,,,,,,,4855537673.950195,1714125000.0,,,,,,,,1957300056.4575195,,,,,,,633960021.9726562,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-26,,,,1499249954.223633,5945875968.933105,1473780006.4086914,837480022.4304198,,,,,,,24022054481.506348,,,,,3704400054.9316406,,,,5553934173.583984,,,,,,,,,,,,,4789990379.333496,1714125000.0,,,,,,,,1956189960.4797363,,,,,,,641879997.253418,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-27,,,,1544249954.223633,5888331127.166748,1471680038.4521484,832019977.5695802,,,,,,,23777426147.460938,,,,,3638880065.9179688,,,,5578325653.076172,,,,,,,,,,,,,4694649318.695068,1659273052.3109436,,,,,,,,1935099971.7712402,,,,,,,637200027.4658203,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-28,,,,1506000022.8881836,5847515029.907227,1472939987.1826172,827400032.043457,,,,,,,23522047691.345215,,,,,3615840087.8906255,,,,5499053344.7265625,,,,,,,,,,,,,4503049512.863159,1563281947.6890564,,,,,,,,1924000000.0,,,,,,,628919975.2807617,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-29,,,,1457999954.223633,5884986305.236815,1440599967.9565432,833700016.0217285,,,,,,,23777426147.460938,,,,,3669119934.0820312,,,,5560468444.824219,,,,,,,,,,,,,4506258184.432983,1574252337.2268677,,,,,,,,1952859954.8339844,,,,,,,631080024.7192383,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
2015-01-30,,,,1407749977.1118164,5842161769.866944,1411620025.6347654,640500000.0,,,,,,,23339245605.46875,,,,,3607199890.1367188,,,,5398435974.121094,,,,,,,,,,,,,4442544576.644897,1586594058.151245,,,,,,,,1904390045.1660156,,,,,,,643679969.7875977,525832480.0,1205267968.0,21717121024.0,1366295168.0,22917681152.0,4881985024.0,12508817408.0,94359248.0,2023007104
