Date,Fintech,FAANG,NASDAQ,SNP500
06/14/2021,0.0,0.0,0.0,0.0
06/15/2021,0.017203694021662885,-0.002706043273721259,-0.0071453576292488385,-0.0020116937805257917
06/16/2021,0.05996347845782313,0.0026330111063950223,-0.009486287300148333,-0.007390975113221621
06/17/2021,0.1367418471196855,0.01993009462580453,-0.0009023502928384719,-0.00782347034217612
06/18/2021,0.14955037794336867,0.01645964707722425,-0.010142673590128548,-0.02084526022982036
06/21/2021,0.09025648268741215,0.022665628077579658,-0.0023041384166905265,-0.007134851645186124
06/22/2021,0.1137911817035222,0.033392891940820846,0.0055826938900818135,-0.002046922232446513
06/23/2021,0.10303992903958248,0.03294764732504696,0.0068851318480736,-0.003127988178846408
06/24/2021,0.07788607177812024,0.025250929308650694,0.013797684893104512,0.002665084025595288
06/25/2021,0.08343889034581653,0.017319743038411994,0.0131401273459677,0.006004557666623445
06/28/2021,0.11762411475708312,0.014329347066650122,0.023025744438991413,0.008333422265093038
06/29/2021,0.11077352539376517,0.015891856530528603,0.02498849584331153,0.008613069617961822
06/30/2021,0.09716994528319156,0.013591824348538228,0.023268470260299434,0.009952668796209263
07/01/2021,0.09666764808736894,0.017270539092587134,0.024568703498937694,0.015226264773142928
07/02/2021,0.10097360109615927,0.035498517007060304,0.032819658986411815,0.022840544666291818
07/06/2021,0.1488145900336082,0.060701168986515786,0.03453472395087909,0.02077250831282451
07/07/2021,0.13725160045261697,0.06768807385322817,0.03463490088649679,0.024201257965560163
07/08/2021,0.11022874330573895,0.06584231194574497,0.027207339180019385,0.015433045458358219
07/09/2021,0.12862916965007476,0.07069798301242591,0.037235436261253474,0.026885046348364305
07/12/2021,0.13407750298442167,0.07166593674048083,0.039445116233148614,0.030429005661453123
07/13/2021,0.14562444296172394,0.06991150067697749,0.035523196093457665,0.026805179890589725
07/14/2021,0.12096184283190148,0.07879206620491308,0.03321616398261584,0.02800134074668481
07/15/2021,0.10737151328645833,0.06898971333042336,0.0260326371495625,0.024647752774756837
07/16/2021,0.11005749584263502,0.05668878493980101,0.01785650432514263,0.016923082748879326
07/19/2021,0.12699761294040446,0.0409718535742547,0.007114422660821962,0.0007850092494767758
07/20/2021,0.15798517444553362,0.05525421983896606,0.022910754545218293,0.015959521475987337
07/21/2021,0.1852919617767541,0.056835204881507506,0.032299000731622396,0.024332876969967554
07/22/2021,0.2029647536203869,0.06810977078666203,0.03601347055965909,0.026398618310280453
07/23/2021,0.2358279975831925,0.08589925430377177,0.04676478448627175,0.036811896246586207
07/26/2021,0.19777420822027514,0.09532555665113351,0.04702721498680029,0.03928178940339633
07/27/2021,0.18117717002757971,0.07697907850704122,0.03431886814669016,0.034384231331817894
07/28/2021,0.17279398956030212,0.07463233315003182,0.04151507211602534,0.03419156497750242
07/29/2021,0.15902624151600397,0.0681625300975317,0.042621290051569005,0.038541532910431275
07/30/2021,0.13938943598155595,0.034790601740225524,0.03517250792131543,0.03292712748006288
08/02/2021,0.1689409648032898,0.03425537708606785,0.03576447506768998,0.031023643569769055
08/03/2021,0.1492445715046531,0.04249104488481814,0.04142405854522013,0.03948157029849053
08/04/2021,0.19176654056049514,0.04157007174080252,0.04278147669208576,0.03466628844849873
08/05/2021,0.1821399482170858,0.048272453594021325,0.05086590697090232,0.04087992181349165
08/06/2021,0.15839080174794917,0.043891101817903344,0.04667797366173354,0.042623672808236535
08/09/2021,0.1781947120422298,0.041513669562339484,0.0484008240414171,0.0416437021912901
08/10/2021,0.16351617424302622,0.0368967793114936,0.04331481208315724,0.04267772036802375
08/11/2021,0.11395889984999275,0.03173214924447776,0.041695652410560946,0.04400790999233806
08/12/2021,0.12942167686129413,0.040377273835416005,0.04530236658020259,0.048336763804245786
08/13/2021,0.12058419956866828,0.03975391545297602,0.045770731647829965,0.050021762462236996
08/16/2021,0.11188535855288029,0.0449842384765724,0.04371483085083083,0.05118269486641136
08/17/2021,0.11173025466730602,0.03185026423647175,0.03400841610274652,0.04534039462980699
08/18/2021,0.11746665060607797,0.017861426245453726,0.02481776788838652,0.03410458397894933
08/19/2021,0.0901846299790332,0.01989084772044092,0.0259381098072875,0.03540413517765173
08/20/2021,0.07697895171967972,0.027133282704597805,0.03813427278262238,0.04383394799523144
08/23/2021,0.0948152174671244,0.044103089924788286,0.05421921620986825,0.05273136974302828
08/24/2021,0.13075460073267275,0.051736296900809275,0.05966218601093165,0.054305978268290866
08/25/2021,0.13436907005569676,0.04874701912885793,0.06121858007943737,0.05664666218450587
08/26/2021,0.11366548847906288,0.04872129581578477,0.05444209955699608,0.050491781156266624
08/27/2021,0.12324816147619999,0.06076579329520171,0.0674016466084284,0.059744126688398014
08/30/2021,0.12331047694940733,0.08275176984495314,0.07702407532864597,0.06430798984732089
08/31/2021,0.10382698998558704,0.0884838354632802,0.076554952388741,0.06287211486724442
09/01/2021,0.11529613337548583,0.09350234231617338,0.08009235569371187,0.06320340001608793
09/02/2021,0.11563553607503807,0.09124744679427677,0.0816303541351131,0.06622570283917217
09/03/2021,0.12081375219560275,0.09576864211566183,0.0839116874859922,0.06586848404168344
09/07/2021,0.11014369434956328,0.10874753395648473,0.08467465817721087,0.062249248297128856
09/08/2021,0.06674994712214244,0.10725952378034864,0.07848800897927077,0.06084860176897311
09/09/2021,0.08429627138609952,0.09861076469224206,0.0757795801511596,0.05596274826448244
09/10/2021,0.05761194890110355,0.08413878250941442,0.06641324336332954,0.04780799277346248
09/13/2021,0.06013964928040427,0.0829710519371174,0.06571407173839838,0.050193314695531566
